ProblemType:	SP-CARP
NumberNodes:	7983
NumberEdges:	8882
DepotNodeNumber:	458
NumberOfFractions:	1
NumberOfIntervalsForFraction	Paper	2	28	56
GRAPH
EdgeNumber	EdgeId	StartNodeNumber	EndNodeNumber	Cost	Demand_0	Bins_0	Demand_1	Bins_1
2070	4553	1987	953	320	0	0	0	0
2071	4554	1987	2724	268	0	0	0	0
2072	4556	956	960	47	0	0	0	0
2073	4557	2725	2726	860	0	0	1428	7
2074	4558	2726	2727	137	0	0	772	4
2075	4559	2727	2728	657	0	0	204	1
2076	4560	2727	2729	216	0	0	0	0
2077	4563	1656	2730	198	0	0	0	0
2078	4564	2731	1056	450	0	0	0	0
2079	4568	2732	2733	19	118	1	0	0
2080	4569	2734	2735	256	0	0	204	1
2081	4571	147	2736	319	0	0	204	1
2082	4577	2738	2498	86	0	0	0	0
2083	4580	2740	2741	55	0	0	204	1
2084	4581	2742	2740	82	0	0	0	0
2085	4582	2743	2742	41	0	0	204	1
2086	4583	2742	2744	34	0	0	0	0
2087	4585	2417	2743	112	0	0	204	1
2088	4588	732	2745	425	0	0	0	0
2089	4589	2745	2746	496	0	0	204	1
2090	4590	2746	2424	267	0	0	204	1
2091	4591	827	835	792	0	0	204	1
2092	4594	2747	2748	61	0	0	0	0
2093	4595	2747	2749	66	162	1	0	0
2094	4596	2750	2751	149	0	0	0	0
2095	4597	2751	2752	83	0	0	364	2
2096	4598	1787	2753	23	118	1	0	0
2097	4599	2753	2483	7	0	0	0	0
2098	4600	1673	2754	48	0	0	0	0
2099	4602	2755	2496	53	118	1	0	0
2100	4611	2551	2755	65	280	2	0	0
2101	4612	2756	2740	45	0	0	0	0
2102	4613	2757	2758	190	0	0	408	2
2103	4614	2758	2759	30	0	0	0	0
2104	4615	2760	2422	126	0	0	0	0
2105	4616	2422	2761	526	0	0	0	0
2106	4617	1343	2762	83	0	0	204	1
2107	4621	2125	2763	87	0	0	204	1
2108	4626	1353	2764	87	0	0	204	1
2109	4627	2765	2766	80	0	0	204	1
2110	4628	2767	1423	65	0	0	204	1
2111	4635	1835	2768	48	238	2	0	0
2112	4637	2769	2770	122	118	1	0	0
2113	4645	18	2771	121	0	0	408	2
2114	4646	19	2772	135	0	0	204	1
2115	4647	1526	2773	212	0	0	204	1
2116	4648	2104	2774	92	0	0	204	1
2117	4649	2775	2776	56	0	0	204	1
2118	4651	1464	2777	80	0	0	204	1
2119	4653	2058	2779	95	0	0	204	1
2120	4654	455	2780	66	0	0	204	1
2121	4655	2103	2781	114	0	0	204	1
2122	4657	2108	2782	56	0	0	204	1
2123	4658	1433	2783	49	0	0	116	1
2124	4659	622	2784	77	0	0	204	1
2125	4660	1405	2785	102	0	0	204	1
2126	4661	615	2786	98	0	0	204	1
2127	4663	2787	2788	264	0	0	408	2
2128	4666	1438	2789	171	0	0	204	1
2129	4668	1368	2790	403	0	0	408	2
2130	4674	1436	2791	68	0	0	204	1
2131	4675	2228	2792	132	0	0	204	1
2132	4677	254	2793	176	0	0	204	1
2133	4681	2105	2794	86	0	0	204	1
2134	4682	691	2795	63	0	0	204	1
2135	4683	694	2796	125	0	0	204	1
2136	4684	1690	2797	169	0	0	204	1
2137	4685	1691	2798	74	0	0	204	1
2138	4688	378	2799	129	0	0	204	1
2139	4690	2187	2800	133	0	0	204	1
2140	4691	344	2801	95	0	0	204	1
2141	4693	347	2802	135	0	0	204	1
2142	4695	1530	2803	211	0	0	204	1
2143	4697	581	2804	84	0	0	204	1
2144	4698	578	2805	238	0	0	204	1
2145	4699	577	2806	66	204	1	0	0
2146	4703	1342	2807	157	0	0	204	1
2147	4706	580	2808	215	0	0	204	1
2148	4708	2809	2810	37	238	2	0	0
2149	4709	2810	2811	28	0	0	0	0
2150	4714	2812	2813	205	118	1	0	0
2151	4715	2813	2814	306	400	3	0	0
2152	4716	2815	2816	171	0	0	0	0
2153	4719	2817	1356	1290	0	0	204	1
2154	4721	121	2818	108	994	8	0	0
2155	4722	2819	2820	30	476	4	0	0
2156	4723	2821	2822	29	476	4	0	0
2157	4725	2823	1007	48	0	0	0	0
2158	4728	2824	122	23	238	2	0	0
2159	4735	2825	2826	80	798	6	0	0
2160	4736	2827	2828	28	118	1	0	0
2161	4740	2829	2830	35	594	5	0	0
2162	4742	2831	2832	21	356	3	0	0
2163	4747	2833	2590	54	118	1	0	0
2164	4750	2834	2835	33	356	3	0	0
2165	4751	2836	2837	39	118	1	0	0
2166	4756	2838	2839	59	356	3	0	0
2167	4757	2840	2841	76	0	0	0	0
2168	4758	2838	2842	60	476	4	0	0
2169	4759	2843	2538	44	238	2	0	0
2170	4760	2538	2838	42	238	2	0	0
2171	4761	2844	2845	56	0	0	204	1
2172	4764	2847	2848	24	118	1	0	0
2173	4765	2849	2850	65	356	3	0	0
2174	4766	2849	2851	33	238	2	0	0
2175	4767	2852	2853	46	118	1	0	0
2176	4768	2854	2855	14	118	1	0	0
2177	4769	2853	2847	111	560	4	0	0
2178	4770	2847	2854	55	238	2	0	0
2179	4771	2856	2857	53	594	5	0	0
2180	4772	2856	2858	58	238	2	0	0
2181	4773	2856	2587	14	118	1	0	0
2182	4774	2859	2860	70	0	0	204	1
2183	4775	2702	2861	71	238	2	0	0
2184	4776	2861	2862	69	518	4	0	0
2185	4777	2863	2864	36	356	3	0	0
2186	4778	2865	2866	64	238	2	0	0
2187	4779	2867	2868	35	842	6	0	0
2188	4780	2869	2865	30	356	3	0	0
2189	4781	2865	2870	22	356	3	0	0
2190	4782	2871	2863	75	238	2	0	0
2191	4783	2863	2872	28	356	3	0	0
2192	4785	2873	2874	20	238	2	0	0
2193	4787	2827	2875	64	476	4	0	0
2194	4788	385	2876	234	0	0	0	0
2195	4789	2877	2878	32	484	3	0	0
2196	4790	2879	2880	152	952	8	0	0
2197	4791	2881	2882	74	594	5	0	0
2198	4792	2883	2852	136	994	8	0	0
2199	4795	2885	2886	291	0	0	408	2
2200	4796	1579	2076	171	0	0	0	0
2201	4797	2860	1500	398	0	0	0	0
2202	4798	1780	1775	90	118	1	0	0
2203	4800	2887	2888	440	0	0	0	0
2204	4801	2887	623	56	0	0	0	0
2205	4802	2889	2887	72	0	0	204	1
2206	4803	623	626	239	0	0	0	0
2207	4806	1514	698	90	0	0	0	0
2208	4809	2890	2891	35	118	1	0	0
2209	4815	2892	1823	64	0	0	0	0
2210	4817	2893	2894	75	714	6	0	0
2211	4818	2894	2895	28	238	2	0	0
2212	4819	2895	2896	54	832	7	0	0
2213	4820	1338	2831	256	1428	12	0	0
2214	4821	2831	107	75	118	1	0	0
2215	4822	2897	2898	47	118	1	0	0
2216	4823	2899	2900	146	238	2	0	0
2217	4824	2900	2901	133	952	8	0	0
2218	4825	2902	2903	50	238	2	0	0
2219	4826	2903	2904	62	578	3	0	0
2220	4829	2294	2906	137	0	0	0	0
2221	4830	2906	2907	352	162	1	0	0
2222	4831	2908	2906	169	118	1	0	0
2223	4835	2868	2909	153	1428	12	0	0
2224	4836	2910	2861	62	118	1	0	0
2225	4837	2911	2912	68	0	0	0	0
2226	4839	2912	2913	55	118	1	0	0
2227	4862	2914	2915	24	356	3	0	0
2228	4863	2916	2917	43	238	2	0	0
2229	4864	2917	2915	31	238	2	0	0
2230	4868	2918	2919	28	356	3	0	0
2231	4869	2920	2918	36	0	0	0	0
2232	4870	2918	2921	9	0	0	0	0
2233	4871	2921	2922	21	238	2	0	0
2234	4872	2922	2088	8	0	0	0	0
2235	4873	2922	2923	28	356	3	0	0
2236	4875	2924	2925	85	238	2	0	0
2237	4879	2926	2927	24	0	0	0	0
2238	4880	2928	2929	69	0	0	0	0
2239	4881	2929	2930	60	238	2	0	0
2240	4883	2931	2829	23	0	0	0	0
2241	4884	2829	1315	28	0	0	0	0
2242	4885	2932	2280	21	118	1	0	0
2243	4887	2239	2933	163	0	0	0	0
2244	4888	2934	2823	55	0	0	0	0
2245	4889	2823	2935	53	0	0	0	0
2246	4890	1016	2936	8	0	0	0	0
2247	4891	2937	2938	26	238	2	0	0
2248	4892	687	2939	88	0	0	0	0
2249	4893	2940	121	206	1546	13	0	0
2250	4894	2941	1444	748	0	0	408	2
2251	4895	2942	2718	48	0	0	0	0
2252	4896	2943	2878	31	0	0	0	0
2253	4900	2946	2947	36	476	4	0	0
2254	4901	2947	2948	68	638	5	0	0
2255	4902	2947	2949	33	238	2	0	0
2256	4910	2951	40	15	0	0	0	0
2257	4911	1346	420	45	0	0	0	0
2258	4912	2952	2953	262	0	0	0	0
2259	4913	2952	393	180	0	0	0	0
2260	4914	572	2954	404	0	0	204	1
2261	4916	606	1254	51	0	0	0	0
2262	4917	426	2844	56	0	0	204	1
2263	4918	2844	2955	53	0	0	408	2
2264	4919	1257	390	12	0	0	0	0
2265	4921	391	2956	12	0	0	0	0
2266	4922	2957	2841	26	0	0	0	0
2267	4923	2841	2958	87	356	3	0	0
2268	4924	586	2840	36	118	1	0	0
2269	4925	2840	587	40	238	2	0	0
2270	4927	585	1418	7	0	0	0	0
2271	4928	585	2959	41	118	1	0	0
2272	4929	2389	2960	805	0	0	0	0
2273	4930	2961	2962	32	356	3	0	0
2274	4931	2962	2963	73	476	4	0	0
2275	4932	2964	2965	945	1020	5	0	0
2276	4933	2966	2058	393	0	0	0	0
2277	4935	2967	2266	95	952	8	0	0
2278	4937	2102	2968	205	0	0	204	1
2279	4940	2969	2311	115	0	0	0	0
2280	4941	2311	2970	117	0	0	204	1
2281	4942	2971	2972	739	0	0	204	1
2282	4943	2972	2973	291	0	0	204	1
2283	4944	2972	2974	67	0	0	0	0
2284	4945	2974	1308	199	0	0	0	0
2285	4946	2975	2974	159	0	0	204	1
2286	4947	2976	2977	102	0	0	0	0
2287	4948	2977	2978	83	0	0	0	0
2288	4949	2979	2977	117	0	0	204	1
2289	4953	2980	2111	214	0	0	204	1
2290	4955	2981	697	318	0	0	204	1
2291	4956	2982	2983	28	0	0	0	0
2292	4957	2982	2984	105	0	0	204	1
2293	4966	2987	2072	188	0	0	204	1
2294	4968	2989	2990	302	0	0	0	0
2295	4969	2990	2991	250	0	0	0	0
2296	4970	2992	2990	105	0	0	204	1
2297	4971	448	2500	109	0	0	0	0
2298	4972	2993	2994	159	1190	10	0	0
2299	4973	2994	1363	44	238	2	0	0
2300	4974	2994	2995	48	118	1	0	0
2301	4977	2997	2998	193	0	0	204	1
2302	4978	2998	711	262	0	0	0	0
2303	4980	1457	2999	246	0	0	204	1
2304	4981	2999	443	67	0	0	0	0
2305	4982	2999	3000	87	0	0	204	1
2306	4983	3001	711	155	0	0	0	0
2307	4984	3002	3001	112	0	0	204	1
2308	4986	2177	1003	232	0	0	0	0
2309	4990	3004	626	217	0	0	204	1
2310	4992	2888	3005	114	0	0	0	0
2311	4993	2888	3006	177	0	0	204	1
2312	4996	647	1391	71	0	0	0	0
2313	4997	1391	3007	85	204	1	0	0
2314	5001	1692	763	255	0	0	0	0
2315	5002	1692	3008	111	0	0	204	1
2316	5003	1690	3009	502	0	0	204	1
2317	5005	2996	3010	523	0	0	0	0
2318	5006	3010	3011	167	0	0	204	1
2319	5007	3010	2766	84	0	0	0	0
2320	5009	2766	1527	293	0	0	204	1
2321	5011	3012	3013	10	0	0	0	0
2322	5012	3013	75	67	118	1	0	0
2323	5013	1432	625	49	0	0	0	0
2324	5015	625	3014	124	0	0	204	1
2325	5017	3016	3015	299	118	1	0	0
2326	5018	3017	3018	354	118	1	0	0
2327	5019	3018	3015	470	0	0	0	0
2328	5020	3019	3018	172	118	1	0	0
2329	5021	1499	1577	439	0	0	0	0
2330	5022	1577	3020	44	0	0	0	0
2331	5023	2113	3021	114	0	0	204	1
2332	5030	2978	110	648	0	0	408	2
2333	5031	3022	3023	34	476	4	0	0
2334	5032	2718	3024	54	356	3	0	0
2335	5033	3024	1370	25	0	0	0	0
2336	5034	3025	3026	32	356	3	0	0
2337	5035	3026	1446	108	238	2	0	0
2338	5041	3027	3028	92	118	1	0	0
2339	5049	3030	3031	79	238	2	0	0
2340	5050	3031	1251	113	876	7	0	0
2341	5051	3032	3033	74	238	2	0	0
2342	5053	3034	3035	12	476	4	0	0
2343	5054	3036	3037	89	714	6	0	0
2344	5055	3037	3038	37	356	3	0	0
2345	5056	3039	3040	137	1156	9	0	0
2346	5057	3040	3041	66	356	3	0	0
2347	5058	3042	3043	108	952	8	0	0
2348	5059	3044	3045	40	118	1	0	0
2349	5060	3045	3046	2	0	0	0	0
2350	5061	88	3047	36	356	3	0	0
2351	5062	3047	2819	57	594	5	0	0
2352	5063	3048	3049	32	118	1	0	0
2353	5067	3051	3052	27	0	0	364	2
2354	5070	3054	3055	47	238	2	0	0
2355	5071	3056	3054	9	0	0	0	0
2356	5072	3057	3058	98	594	5	0	0
2357	5073	3058	2935	54	238	2	0	0
2358	5074	3059	3056	107	476	4	0	0
2359	5075	3060	3059	41	238	2	0	0
2360	5076	3061	3062	11	118	1	0	0
2361	5077	3062	3063	108	356	3	0	0
2362	5078	3063	3064	44	118	1	0	0
2363	5079	3065	3066	64	356	3	0	0
2364	5080	3066	3067	131	1428	12	0	0
2365	5081	3068	3069	186	1546	13	0	0
2366	5082	3070	3071	153	1308	11	0	0
2367	5083	3072	3073	120	1114	9	0	0
2368	5084	3074	3075	18	476	4	0	0
2369	5085	3076	3077	19	118	1	0	0
2370	5086	3078	3079	72	756	6	0	0
2371	5087	3036	2479	67	594	5	0	0
2372	5091	3080	3081	45	0	0	0	0
2373	5093	1470	3082	251	0	0	0	0
2374	5094	3082	1467	334	0	0	204	1
2375	5098	1728	1638	397	0	0	0	0
2376	5099	3084	3085	58	238	2	0	0
2377	5104	659	3086	167	118	1	0	0
2378	5105	3086	1925	52	0	0	0	0
2379	5115	3091	3090	39	0	0	0	0
2380	5116	2722	3092	1003	0	0	204	1
2381	5117	3092	3093	278	0	0	0	0
2382	5126	3097	2492	249	0	0	0	0
2383	5127	1984	1985	205	0	0	0	0
2384	5128	1333	2617	191	0	0	0	0
2385	5129	2136	3098	96	0	0	0	0
2386	5130	2233	3099	223	0	0	0	0
2387	5131	3099	2201	252	0	0	204	1
2388	5133	2489	3100	534	0	0	0	0
2389	5134	3101	3102	377	0	0	204	1
2390	5146	3103	1572	95	0	0	0	0
2391	5147	3104	3105	72	356	3	0	0
2392	5148	3105	2937	24	238	2	0	0
2393	5154	3106	2135	134	0	0	204	1
2394	5155	2463	3107	106	0	0	204	1
2395	5174	3108	3109	151	0	0	204	1
2396	5175	3110	1231	210	0	0	204	1
2397	5176	675	3111	133	0	0	204	1
2398	5179	3071	3112	85	594	5	0	0
2399	5182	3113	3114	182	0	0	204	1
2400	5188	1521	3115	82	0	0	160	1
2401	5193	3116	3117	94	0	0	204	1
2402	5200	2466	3118	102	0	0	204	1
2403	5201	3003	3119	112	0	0	204	1
2404	5208	3120	3121	5	118	1	0	0
2405	5209	3121	3122	51	118	1	0	0
2406	5210	281	3123	152	442	3	0	0
2407	5211	3123	280	295	476	4	0	0
2408	5212	3124	3125	31	0	0	0	0
2409	5214	3126	3127	39	162	1	0	0
2410	5215	3128	3129	83	118	1	0	0
2411	5216	3129	3126	52	356	3	0	0
2412	5218	3080	3130	42	162	1	0	0
2413	5219	3130	3081	56	0	0	0	0
2414	5220	3131	3132	110	594	5	0	0
2415	5224	3133	3134	3	0	0	0	0
2416	5225	3134	3135	43	238	2	0	0
2417	5226	3136	3137	18	0	0	0	0
2418	5227	3137	2825	92	356	3	0	0
2419	5228	3053	2460	29	0	0	0	0
2420	5229	3138	3139	27	0	0	0	0
2421	5230	3138	3140	115	0	0	0	0
2422	5231	3141	3142	1113	594	5	604	4
2423	5232	1766	281	32	0	0	0	0
2424	5233	3143	3144	128	118	1	0	0
2425	5237	246	3145	15	0	0	0	0
2426	5239	3146	3147	53	118	1	0	0
2427	5240	3147	3148	41	0	0	0	0
2428	5241	3148	3149	32	118	1	0	0
2429	5242	1899	282	69	0	0	0	0
2430	5243	282	3150	68	442	3	0	0
2431	5245	2453	3151	88	118	1	0	0
2432	5246	3152	3153	49	118	1	0	0
2433	5247	3122	3120	61	118	1	0	0
2434	5249	3154	2488	93	118	1	0	0
2435	5251	1872	242	81	118	1	0	0
2436	5252	3155	1872	65	0	0	0	0
2437	5253	3155	3156	90	0	0	0	0
2438	5255	1924	3157	91	0	0	0	0
2439	5256	3158	3159	32	0	0	0	0
2440	5257	3160	2459	37	0	0	0	0
2441	5258	258	3161	88	0	0	0	0
2442	5261	2430	32	126	0	0	364	2
2443	5262	284	3162	39	0	0	0	0
2444	5266	3163	3164	123	952	8	0	0
2445	5267	3165	3166	81	0	0	0	0
2446	5269	3167	274	1052	0	0	408	2
2447	5270	3168	1213	288	0	0	0	0
2448	5276	3169	23	4	0	0	0	0
2449	5283	3172	3173	343	0	0	0	0
2450	5284	3172	3171	121	0	0	0	0
2451	5289	1314	3174	170	0	0	0	0
2452	5290	1314	3175	27	0	0	0	0
2453	5291	3053	3138	26	0	0	0	0
2454	5293	3176	3177	65	0	0	0	0
2455	5294	3178	3177	69	118	1	0	0
2456	5295	3179	3180	63	356	3	0	0
2457	5296	3180	3181	7	118	1	0	0
2458	5300	3041	3182	137	1070	9	0	0
2459	5301	3183	82	107	714	6	0	0
2460	5302	83	3184	68	476	4	0	0
2461	5303	3184	3185	44	476	4	0	0
2462	5304	3186	3187	161	1632	13	0	0
2463	5305	3188	3189	90	594	5	0	0
2464	5306	3190	3191	405	0	0	0	0
2465	5308	3192	3193	79	1070	9	0	0
2466	5309	3194	3195	62	832	7	0	0
2467	5310	3196	3197	132	1070	9	0	0
2468	5311	3198	3199	84	238	2	0	0
2469	5313	2937	3200	87	994	8	0	0
2470	5314	3200	687	18	0	0	0	0
2471	5317	1007	3201	87	594	5	0	0
2472	5318	3201	3202	121	1070	9	0	0
2473	5319	3203	3204	220	594	5	0	0
2474	5320	3204	3205	13	118	1	0	0
2475	5323	3190	3206	279	0	0	0	0
2476	5324	3207	3208	53	356	3	0	0
2477	5325	3208	3209	52	238	2	0	0
2478	5326	3210	3211	42	238	2	0	0
2479	5327	3212	3213	83	1070	9	0	0
2480	5328	2825	3214	75	476	4	0	0
2481	5329	3214	3215	33	356	3	0	0
2482	5330	3216	3217	96	952	8	0	0
2483	5331	3217	3218	77	714	6	0	0
2484	5333	3219	3220	24	476	4	0	0
2485	5335	3221	3222	55	476	4	0	0
2486	5336	3222	3223	26	238	2	0	0
2487	5339	3224	3225	169	1470	12	0	0
2488	5340	3226	3227	12	0	0	0	0
2489	5341	3227	3228	54	238	2	0	0
2490	5342	3229	3230	97	714	6	0	0
2491	5343	3230	3231	10	476	4	0	0
2492	5344	2915	3232	34	238	2	0	0
2493	5345	3232	2914	16	238	2	0	0
2494	5347	3233	3234	78	0	0	408	2
2495	5348	3235	3236	139	0	0	408	2
2496	5349	3237	3233	158	0	0	1836	9
2497	5350	3238	3239	85	0	0	816	4
2498	5354	1779	3240	57	118	1	0	0
2499	5355	3241	456	125	118	1	0	0
2500	5356	3242	3243	21	118	1	0	0
2501	5357	3243	3244	122	0	0	0	0
2502	5358	3245	3246	123	0	0	0	0
2503	5359	3164	3247	9	0	0	0	0
2504	5360	66	3248	222	638	5	0	0
2505	5361	3248	2298	78	322	2	0	0
2506	5362	3249	3250	200	1828	15	0	0
2507	5363	3251	3252	89	476	4	0	0
2508	5364	3252	3253	127	1308	11	0	0
2509	5367	3254	2920	203	0	0	0	0
2510	5368	3255	3256	55	356	3	0	0
2511	5369	2836	3257	38	0	0	0	0
2512	5370	3257	3258	140	714	6	0	0
2513	5373	3256	3259	43	0	0	0	0
2514	5374	3259	1235	48	238	2	0	0
2515	5384	3260	3261	41	118	1	0	0
2516	5385	3261	3262	5	0	0	0	0
2517	5386	3263	3264	59	356	3	0	0
2518	5387	3262	3265	159	1546	13	0	0
2519	5388	3266	3267	83	714	6	0	0
2520	5389	3268	3269	106	832	7	0	0
2521	5390	3270	3271	178	952	8	0	0
2522	5391	3271	2951	236	442	3	0	0
2523	5392	3272	3273	18	238	2	0	0
2524	5393	3274	42	59	238	2	0	0
2525	5398	2891	3275	28	0	0	0	0
2526	5399	3275	3276	42	118	1	0	0
2527	5400	3277	3278	70	560	4	0	0
2528	5401	3278	3279	51	0	0	0	0
2529	5402	3250	3280	63	680	5	0	0
2530	5403	3280	3281	31	0	0	0	0
2531	5408	3283	3284	92	594	5	0	0
2532	5409	3284	2849	87	118	1	0	0
2533	5410	3285	3286	38	476	4	0	0
2534	5411	3286	2098	6	0	0	0	0
2535	5412	2095	3285	24	0	0	0	0
2536	5413	3287	3288	109	714	6	0	0
2537	5414	3289	3290	56	118	1	0	0
2538	5415	3290	2681	42	0	0	0	0
2539	5417	648	3291	31	0	0	0	0
2540	5421	3017	2167	312	0	0	0	0
2541	5422	3292	3293	87	1070	9	0	0
2542	5423	3294	3295	90	832	7	0	0
2543	5426	2313	3297	41	476	4	0	0
2544	5427	3297	3298	43	476	4	0	0
2545	5428	3299	3300	33	238	2	0	0
2546	5429	3300	3301	29	356	3	0	0
2547	5430	3302	3303	153	1190	10	0	0
2548	5431	3304	3305	23	238	2	0	0
2549	5432	3305	3302	2	0	0	0	0
2550	5433	3306	3307	40	356	3	0	0
2551	5434	3308	3309	72	476	4	0	0
2552	5435	3309	3310	119	1070	9	0	0
2553	5436	3311	3312	29	118	1	0	0
2554	5437	3312	2871	80	594	5	0	0
2555	5438	1529	3313	627	0	0	0	0
2556	5439	1529	444	285	0	0	408	2
2557	5440	634	2649	291	0	0	0	0
2558	5442	3314	3315	70	238	2	0	0
2559	5443	3315	1386	7	0	0	0	0
2560	5444	3316	3317	20	118	1	0	0
2561	5445	3317	3318	38	0	0	0	0
2562	5446	3319	3320	311	0	0	0	0
2563	5448	3321	3322	85	476	4	0	0
2564	5449	2057	1214	49	0	0	0	0
2565	5450	3307	3323	4	0	0	0	0
2566	5451	3323	3324	173	1784	15	0	0
2567	5452	3292	3325	80	476	4	0	0
2568	5453	3325	3326	50	356	3	0	0
2569	5454	2693	3327	58	594	5	0	0
2570	5455	3328	3329	79	756	6	0	0
2571	5457	3322	3330	80	238	2	0	0
2572	5458	3330	3321	125	476	4	0	0
2573	5462	3331	3332	101	832	7	0	0
2574	5463	3332	3333	17	0	0	0	0
2575	5464	3334	3335	45	356	3	0	0
2576	5465	3335	3336	28	238	2	0	0
2577	5466	3337	3338	88	356	3	0	0
2578	5467	3338	3339	7	238	2	0	0
2579	5469	610	1807	57	238	2	0	0
2580	5472	2943	3340	73	476	4	0	0
2581	5473	1249	3341	66	0	0	0	0
2582	5476	2118	3342	491	0	0	0	0
2583	5477	3342	3343	537	0	0	204	1
2584	5481	3345	3346	35	0	0	0	0
2585	5482	3346	3347	150	238	2	0	0
2586	5483	1806	3348	6	118	1	0	0
2587	5484	3349	3350	39	118	1	0	0
2588	5485	3351	3352	23	204	1	0	0
2589	5486	3352	3353	86	238	2	0	0
2590	5488	3354	2964	327	0	0	0	0
2591	5489	1751	3355	27	518	4	0	0
2592	5493	3356	3357	191	0	0	0	0
2593	5496	1006	1754	157	0	0	1224	6
2594	5499	1586	524	1265	0	0	0	0
2595	5502	20	2107	136	0	0	320	2
2596	5504	992	993	976	0	0	0	0
2597	5509	36	1586	1135	0	0	0	0
2598	5514	1247	2993	25	0	0	0	0
2599	5515	3205	3203	65	118	1	0	0
2600	5516	3203	2934	133	118	1	0	0
2601	5521	3359	2177	322	204	1	0	0
2602	5522	1358	3360	648	0	0	204	1
2603	5524	3361	1548	1047	0	0	0	0
2604	5525	2964	3361	81	0	0	0	0
2605	5526	3361	3362	235	0	0	0	0
2606	5527	1460	1365	99	0	0	612	3
2607	5529	3363	3364	100	722	5	0	0
2608	5530	3365	3366	101	118	1	0	0
2609	5532	3367	3368	300	0	0	204	1
2610	5533	2060	2075	268	0	0	0	0
2611	5534	3362	1760	424	204	1	204	1
2612	5536	2109	2111	236	0	0	204	1
2613	5537	2219	1356	396	0	0	0	0
2614	5539	1356	3359	494	526	3	0	0
2615	5541	690	3369	66	476	4	0	0
2616	5542	1369	3235	180	0	0	0	0
2617	5543	2941	1369	1358	0	0	0	0
2618	5544	3370	3371	60	118	1	0	0
2619	5545	3372	3373	66	118	1	0	0
2620	5546	3374	3375	56	118	1	0	0
2621	5547	3375	3376	28	0	0	0	0
2622	5548	3376	3377	28	0	0	0	0
2623	5549	3377	3378	19	162	1	0	0
2624	5550	3379	3380	133	476	4	0	0
2625	5552	1258	391	669	0	0	0	0
2626	5553	1258	2368	266	0	0	0	0
2627	5554	387	385	24	0	0	0	0
2628	5555	1575	380	32	0	0	0	0
2629	5557	1339	1575	994	0	0	568	3
2630	5561	2393	349	187	0	0	0	0
2631	5562	3382	3383	264	0	0	204	1
2632	5563	3383	405	204	0	0	0	0
2633	5564	3384	3383	152	0	0	612	3
2634	5565	407	408	421	0	0	0	0
2635	5567	2121	452	596	0	0	0	0
2636	5568	2123	1549	1559	0	0	0	0
2637	5569	1435	442	84	0	0	340	1
2638	5572	3386	170	70	0	0	0	0
2639	5573	184	207	29	0	0	0	0
2640	5574	3387	3388	111	118	1	0	0
2641	5575	3389	1441	124	0	0	952	4
2642	5576	1851	3389	92	0	0	612	3
2643	5577	3001	3390	180	0	0	204	1
2644	5578	3390	2933	563	0	0	0	0
2645	5579	3391	3390	636	0	0	204	1
2646	5580	3392	3393	499	0	0	0	0
2647	5581	3393	2215	45	0	0	0	0
2648	5582	3394	1778	186	918	7	0	0
2649	5583	3395	3396	44	118	1	0	0
2650	5584	1546	3397	708	0	0	1428	7
2651	5589	3398	3399	433	0	0	1428	7
2652	5590	2676	1837	162	0	0	204	1
2653	5591	3400	1407	320	0	0	204	1
2654	5594	2172	2989	157	0	0	0	0
2655	5595	1652	2172	384	0	0	204	1
2656	5596	3402	3403	486	0	0	0	0
2657	5600	3405	3406	426	118	1	0	0
2658	5604	3407	3408	1010	0	0	160	1
2659	5605	3409	3410	79	0	0	0	0
2660	5606	3411	2873	34	280	2	0	0
2661	5607	3046	3412	77	876	7	0	0
2662	5608	441	2120	475	0	0	612	3
2663	5609	3413	3414	74	832	7	0	0
2664	5610	3415	3354	248	118	1	0	0
2665	5611	1744	143	1429	0	0	204	1
2666	5612	2695	2130	14	0	0	0	0
2667	5613	2130	3416	49	118	1	0	0
2668	5614	3416	3417	52	476	4	0	0
2669	5615	3418	3419	34	204	1	0	0
2670	5616	1409	2843	72	118	1	0	0
2671	5617	2843	97	36	118	1	0	0
2672	5618	1346	3420	34	0	0	204	1
2673	5619	3420	3421	10	0	0	0	0
2674	5621	3422	3423	21	238	2	0	0
2675	5622	3423	2273	19	0	0	0	0
2676	5623	3424	3425	85	952	8	0	0
2677	5624	3425	3426	16	0	0	0	0
2678	5625	3427	3428	53	238	2	0	0
2679	5626	3029	2944	684	0	0	0	0
2680	5634	3429	3430	59	0	0	0	0
2681	5638	3431	3432	140	0	0	204	1
2682	5639	3432	3433	551	0	0	204	1
2683	5640	2936	3055	54	0	0	0	0
2684	5641	3055	3060	74	238	2	0	0
2685	5642	3064	3061	71	238	2	0	0
2686	5643	3061	3434	59	118	1	0	0
2687	5644	3078	3435	81	594	5	0	0
2688	5645	3436	3437	52	476	4	0	0
2689	5646	3136	119	216	0	0	0	0
2690	5647	3438	3439	133	1070	9	0	0
2691	5648	3440	3441	76	476	4	0	0
2692	5649	3441	3442	95	1070	9	0	0
2693	5650	3443	3216	149	1870	15	0	0
2694	5651	2917	1790	7	0	0	0	0
2695	5652	3444	3445	91	832	7	0	0
2696	5653	3445	3446	11	238	2	0	0
2697	5654	3396	3447	76	714	6	0	0
2698	5655	2255	2824	9	0	0	0	0
2699	5656	3448	2821	40	0	0	0	0
2700	5657	2821	3449	75	832	7	0	0
2701	5668	1826	3450	286	0	0	0	0
