ProblemType:	SP-CARP
NumberNodes:	795
NumberEdges:	1106
DepotNodeNumber:	0
NumberOfFractions:	1
NumberOfIntervalsForFraction	Paper	3	7	14	56
GRAPH
EdgeNumber	EdgeId	StartNodeNumber	EndNodeNumber	Cost	Demand_0	Bins_0	Demand_1	Bins_1	Demand_2	Bins_2
608	745	565	166	48	0	0	510	1	0	0
609	746	581	584	78	0	0	2550	5	0	0
610	747	183	585	83	0	0	714	2	0	0
611	748	560	183	165	0	0	2040	4	0	0
612	749	557	560	10	0	0	0	0	0	0
613	762	0	586	77	0	0	0	0	0	0
614	763	456	453	19	0	0	0	0	0	0
615	764	586	451	22	0	0	0	0	0	0
616	766	587	588	139	0	0	1530	3	0	0
617	767	586	587	88	0	0	0	0	0	0
618	768	589	587	78	0	0	510	1	0	0
619	769	561	590	60	0	0	0	0	0	0
620	770	591	188	142	4080	8	0	0	0	0
621	771	188	592	147	2040	4	0	0	0	0
622	772	590	591	132	1530	3	0	0	0	0
623	773	593	188	103	0	0	0	0	0	0
624	774	590	594	286	4080	8	0	0	0	0
625	775	595	596	70	0	0	0	0	320	2
626	776	597	595	11	0	0	0	0	0	0
627	777	398	598	236	0	0	3978	12	1836	9
628	778	598	599	13	0	0	0	0	408	2
629	779	189	600	171	0	0	0	0	612	3
630	780	601	189	102	0	0	0	0	612	3
631	781	597	601	99	0	0	0	0	932	5
632	782	599	596	85	0	0	0	0	1836	9
633	783	602	580	53	0	0	0	0	0	0
634	784	15	602	33	0	0	0	0	0	0
635	785	603	602	94	0	0	204	1	0	0
636	786	13	603	128	0	0	1530	6	0	0
637	787	575	105	162	0	0	3783	10	0	0
638	788	105	603	64	0	0	204	1	0	0
639	789	604	201	140	0	0	0	0	0	0
640	790	605	200	141	0	0	0	0	728	4
641	791	201	606	103	0	0	0	0	0	0
642	792	607	608	90	0	0	0	0	408	2
643	793	200	609	99	0	0	0	0	816	4
644	794	606	610	110	0	0	0	0	0	0
645	795	609	610	101	0	0	0	0	408	2
646	796	604	608	7	0	0	0	0	0	0
647	797	406	446	86	0	0	2040	4	0	0
648	798	593	562	103	0	0	2040	4	0	0
649	799	604	593	226	0	0	510	1	2040	10
650	800	446	611	104	0	0	0	0	2040	10
651	801	611	605	180	0	0	0	0	3468	17
652	802	608	605	6	0	0	0	0	0	0
653	803	408	196	83	0	0	0	0	0	0
654	804	196	203	150	0	0	204	1	0	0
655	805	203	610	148	0	0	0	0	612	3
656	806	199	612	115	0	0	0	0	816	4
657	807	611	199	69	0	0	0	0	1836	9
658	808	613	614	73	0	0	0	0	1224	6
659	809	612	202	40	0	0	0	0	408	2
660	810	606	591	232	0	0	3366	15	0	0
661	811	197	612	109	0	0	0	0	1836	9
662	812	202	614	75	0	0	0	0	816	4
663	813	614	609	74	0	0	0	0	816	4
664	814	404	197	88	0	0	1122	4	0	0
665	815	615	209	100	0	0	0	0	0	0
666	816	209	205	104	0	0	510	1	0	0
667	817	392	615	81	0	0	0	0	0	0
668	818	615	204	109	0	0	1020	2	0	0
669	819	616	615	105	0	0	510	1	0	0
670	820	204	617	92	0	0	714	2	0	0
671	821	206	303	54	0	0	0	0	0	0
672	822	408	616	88	0	0	0	0	0	0
673	823	616	208	116	0	0	1224	3	0	0
674	824	208	206	135	0	0	0	0	0	0
675	825	303	487	115	0	0	1020	2	0	0
676	826	2	618	162	0	0	2040	4	0	0
677	827	2	206	100	0	0	4059	10	0	0
678	828	619	620	120	0	0	0	0	408	2
679	829	621	622	87	0	0	0	0	1836	9
680	830	619	621	10	0	0	0	0	0	0
681	831	3	619	91	0	0	0	0	2040	10
682	832	623	484	105	0	0	0	0	0	0
683	834	396	480	264	510	1	2754	6	0	0
684	835	485	624	235	0	0	0	0	3876	29
685	836	624	625	96	0	0	0	0	1224	6
686	837	622	623	181	0	0	0	0	4004	24
687	838	626	622	72	0	0	0	0	1428	7
688	839	624	626	18	0	0	0	0	0	0
689	840	618	478	123	0	0	2040	4	204	1
690	841	210	618	250	0	0	0	0	3860	25
691	842	405	210	79	0	0	1224	3	204	1
692	847	628	629	15	0	0	0	0	0	0
693	848	630	628	64	0	0	0	0	0	0
694	849	215	631	84	0	0	0	0	0	0
695	850	631	630	79	0	0	1020	2	0	0
696	851	402	630	197	0	0	1020	2	204	1
697	852	630	220	191	0	0	3060	6	0	0
698	853	632	633	49	0	0	4080	8	0	0
699	854	631	632	115	0	0	1020	2	0	0
700	855	394	631	160	0	0	2550	5	0	0
701	856	505	212	75	1020	2	1020	2	0	0
702	857	212	632	83	0	0	0	0	0	0
703	858	403	216	78	0	0	0	0	408	2
704	859	629	121	8	0	0	0	0	408	2
705	860	123	628	14	0	0	0	0	0	0
706	861	216	123	140	0	0	2040	4	612	3
707	862	629	483	165	2040	4	1020	2	0	0
708	863	33	4	131	0	0	3060	6	0	0
709	864	4	8	129	0	0	3060	6	0	0
710	865	634	635	192	0	0	3264	7	0	0
711	866	636	634	70	0	0	0	0	0	0
712	868	481	636	127	0	0	3938	9	0	0
713	869	637	128	142	0	0	0	0	2040	10
714	870	128	638	108	0	0	0	0	1136	6
715	871	401	637	85	0	0	2040	4	204	1
716	872	223	639	26	0	0	0	0	204	1
717	873	601	639	49	0	0	0	0	204	1
718	874	474	469	29	0	0	0	0	0	0
719	875	639	222	23	0	0	0	0	0	0
720	876	223	474	67	0	0	0	0	408	2
721	877	469	640	106	0	0	4151	10	0	0
722	878	403	641	85	0	0	0	0	0	0
723	879	642	607	39	0	0	0	0	0	0
724	880	641	642	247	0	0	0	0	2040	10
725	882	640	192	76	0	0	0	0	0	0
726	883	607	640	81	0	0	0	0	0	0
727	884	643	644	82	0	0	0	0	816	4
728	885	127	643	77	0	0	0	0	816	4
729	886	126	643	81	0	0	0	0	408	2
730	887	645	127	87	0	0	0	0	612	3
731	888	646	399	85	0	0	0	0	0	0
732	889	395	647	85	0	0	0	0	0	0
733	890	472	468	27	0	0	0	0	0	0
734	891	648	641	72	2040	4	0	0	408	2
735	892	648	402	85	0	0	0	0	0	0
736	893	400	649	85	0	0	0	0	0	0
737	894	647	646	44	0	0	0	0	408	2
738	895	468	647	62	0	0	0	0	204	1
739	896	637	472	93	0	0	0	0	612	3
740	897	646	645	74	0	0	0	0	612	3
741	898	648	649	18	0	0	0	0	0	0
742	899	649	645	3	0	0	0	0	0	0
743	900	473	471	27	0	0	0	0	0	0
744	901	644	642	63	0	0	0	0	204	1
745	902	471	644	93	0	0	0	0	204	1
746	903	470	607	140	0	0	0	0	0	0
747	904	224	638	29	0	0	0	0	204	1
748	905	650	596	70	0	0	0	0	1428	7
749	906	651	231	88	0	0	510	1	1428	7
750	907	652	653	129	0	0	918	3	1224	6
751	908	224	473	80	0	0	0	0	816	4
752	909	653	651	189	0	0	204	1	3568	16
753	910	596	638	73	0	0	0	0	612	3
754	911	231	650	102	0	0	0	0	2140	9
755	912	227	229	69	0	0	0	0	1632	8
756	913	654	599	75	0	0	0	0	1632	8
757	914	229	654	38	0	0	0	0	612	3
758	915	654	598	63	0	0	0	0	204	1
759	916	397	226	76	0	0	0	0	1428	7
760	917	226	227	71	0	0	0	0	1632	8
761	918	655	656	79	0	0	204	1	1020	5
762	919	656	651	82	0	0	0	0	1020	5
763	920	657	656	166	0	0	0	0	2856	14
764	921	658	657	155	0	0	204	1	2448	12
765	922	657	653	76	0	0	0	0	408	2
766	923	659	657	77	0	0	0	0	612	3
767	924	660	659	179	0	0	1428	4	1836	9
768	925	659	655	143	0	0	510	1	1632	8
769	926	234	661	258	0	0	4029	19	0	0
770	927	568	234	214	0	0	4080	14	0	0
771	928	661	595	110	0	0	510	1	0	0
772	929	661	662	34	0	0	1020	2	0	0
773	930	627	479	263	3060	6	0	0	0	0
774	931	241	79	35	0	0	0	0	0	0
775	932	118	241	279	408	2	3692	15	0	0
776	933	463	506	8	0	0	0	0	0	0
777	934	506	636	86	0	0	2040	4	0	0
778	935	465	508	6	0	0	0	0	0	0
779	936	110	246	153	0	0	1224	3	0	0
780	937	246	244	95	0	0	0	0	0	0
781	938	663	664	70	0	0	1530	3	0	0
782	939	56	663	144	0	0	4080	8	0	0
783	940	663	54	51	0	0	0	0	0	0
784	941	665	666	16	0	0	0	0	0	0
785	942	247	667	62	0	0	0	0	320	2
786	943	549	668	440	0	0	0	0	5580	41
787	944	247	665	8	0	0	0	0	0	0
788	945	669	670	164	0	0	3862	15	0	0
789	946	667	665	64	0	0	0	0	0	0
790	947	671	672	269	0	0	2550	5	0	0
791	948	671	673	61	0	0	0	0	0	0
792	949	668	29	10	0	0	0	0	0	0
793	951	674	671	13	0	0	0	0	0	0
794	952	673	675	64	0	0	2550	5	0	0
795	953	676	551	252	0	0	0	0	3876	19
796	954	549	551	21	0	0	0	0	0	0
797	955	667	674	53	0	0	0	0	0	0
798	957	674	669	13	0	0	0	0	0	0
799	958	525	676	181	1020	2	0	0	1544	8
800	959	117	676	82	0	0	204	1	816	4
801	960	540	117	118	0	0	0	0	1836	9
802	961	523	248	53	1020	2	0	0	204	1
803	962	536	542	192	0	0	1122	4	816	4
804	963	540	542	15	0	0	0	0	0	0
805	964	676	248	91	0	0	0	0	612	3
806	965	677	678	38	0	0	0	0	0	0
807	966	666	677	37	0	0	1020	2	0	0
808	967	507	250	144	0	0	2244	5	0	0
809	968	679	677	39	0	0	510	1	0	0
810	969	678	668	16	0	0	0	0	0	0
811	970	666	678	8	0	0	0	0	0	0
812	971	547	679	117	0	0	510	1	204	1
813	972	250	547	180	0	0	510	1	204	1
814	973	302	300	81	0	0	0	0	1136	6
815	974	548	302	80	0	0	0	0	816	4
816	975	300	679	288	0	0	3808	26	1544	8
817	976	306	117	70	0	0	0	0	204	1
818	977	306	550	184	0	0	0	0	2652	13
819	978	680	109	250	0	0	0	0	0	0
820	980	46	680	70	0	0	510	1	0	0
821	982	681	682	79	0	0	0	0	204	1
822	983	683	684	68	0	0	0	0	1632	8
823	984	685	686	68	0	0	0	0	1224	6
824	985	682	687	45	0	0	510	1	612	3
825	986	519	681	220	0	0	0	0	5036	45
826	987	685	683	82	0	0	204	1	408	2
827	988	687	685	20	0	0	0	0	0	0
828	989	688	689	190	0	0	0	0	3468	17
829	990	683	688	65	0	0	0	0	320	2
830	991	689	556	94	0	0	0	0	204	1
831	992	690	691	122	0	0	4080	8	0	0
832	993	688	692	77	0	0	0	0	1020	5
833	994	692	693	55	0	0	0	0	612	3
834	995	694	688	74	0	0	510	1	408	2
835	996	691	49	151	0	0	3502	12	0	0
836	997	49	695	99	0	0	1020	2	0	0
837	998	696	690	360	0	0	3743	23	816	4
838	999	695	310	113	0	0	0	0	0	0
839	1000	274	696	144	0	0	2346	7	612	3
840	1001	692	697	16	0	0	0	0	0	0
841	1002	697	698	40	0	0	0	0	204	1
842	1004	310	699	91	0	0	0	0	408	2
843	1005	699	694	47	0	0	0	0	0	0
844	1006	700	694	25	0	0	0	0	0	0
845	1007	310	700	91	0	0	0	0	0	0
846	1008	701	695	255	2550	5	2040	4	204	1
847	1009	695	555	291	2550	5	3060	6	2564	13
848	1010	527	701	187	0	0	3494	10	3876	19
849	1011	702	703	79	0	0	0	0	612	3
850	1012	704	687	92	0	0	510	1	0	0
851	1013	703	682	92	0	0	0	0	0	0
852	1014	703	704	45	0	0	0	0	408	2
853	1015	705	554	74	0	0	0	0	204	1
854	1016	699	700	38	0	0	0	0	0	0
855	1017	524	702	210	0	0	0	0	4580	38
856	1018	700	705	205	0	0	714	2	4080	20
857	1019	704	699	111	0	0	0	0	1224	6
858	1020	681	706	111	0	0	0	0	1664	9
859	1021	312	702	88	0	0	0	0	1632	8
860	1022	702	681	90	0	0	0	0	1544	8
861	1023	701	312	114	0	0	0	0	3584	18
862	1024	114	707	41	0	0	0	0	204	1
863	1025	708	697	255	3669	9	3060	6	1868	10
864	1026	708	709	84	0	0	0	0	1340	7
865	1027	707	710	107	0	0	0	0	3264	16
866	1028	314	706	47	0	0	0	0	320	2
867	1029	710	314	36	0	0	0	0	1020	5
868	1030	706	708	75	0	0	0	0	0	0
869	1031	689	698	206	0	0	0	0	4080	20
870	1032	705	689	94	1020	2	1020	2	204	1
871	1034	711	500	70	0	0	4080	8	0	0
872	1035	489	712	109	0	0	2550	5	0	0
873	1036	713	714	95	0	0	2550	5	0	0
874	1037	715	712	4	0	0	0	0	0	0
875	1038	690	711	89	0	0	0	0	0	0
876	1039	714	690	107	0	0	1020	2	0	0
877	1040	715	713	85	0	0	0	0	0	0
878	1041	716	717	35	0	0	0	0	0	0
879	1042	711	718	97	0	0	0	0	0	0
880	1043	718	717	145	0	0	1020	2	0	0
881	1044	552	717	34	0	0	0	0	0	0
882	1046	719	720	86	0	0	1020	2	0	0
883	1047	50	719	84	0	0	1224	3	0	0
884	1048	720	721	25	0	0	2550	5	0	0
885	1049	721	718	25	0	0	0	0	0	0
886	1050	716	553	35	0	0	0	0	0	0
887	1051	719	716	118	0	0	1020	2	0	0
888	1052	273	722	151	0	0	1734	4	612	3
889	1053	722	714	338	0	0	1938	5	4284	21
890	1055	723	724	47	0	0	3060	6	0	0
891	1057	714	723	57	0	0	0	0	0	0
892	1058	725	41	229	3876	19	4182	9	408	2
893	1060	726	713	336	0	0	1224	3	7256	36
894	1061	713	725	56	0	0	1020	2	0	0
895	1062	269	726	140	0	0	2550	5	816	4
896	1063	493	715	177	0	0	4020	12	0	0
897	1064	279	493	285	0	0	3401	21	0	0
898	1065	712	318	75	0	0	1020	2	0	0
899	1066	318	320	77	0	0	2550	5	0	0
900	1067	320	51	142	0	0	2244	5	0	0
901	1068	533	324	181	0	0	4182	10	0	0
902	1069	727	326	25	0	0	0	0	0	0
903	1070	324	727	26	0	0	0	0	0	0
904	1071	326	521	202	0	0	3700	10	0	0
905	1072	532	728	211	0	0	3575	9	0	0
906	1073	728	522	225	0	0	3651	15	204	1
907	1074	728	52	60	0	0	510	1	0	0
908	1075	727	327	79	0	0	510	1	0	0
909	1076	327	728	68	0	0	0	0	0	0
910	1077	323	77	11	0	0	0	0	0	0
911	1078	531	323	179	0	0	4182	10	0	0
912	1079	77	325	40	0	0	0	0	0	0
913	1080	325	520	201	0	0	4080	8	0	0
914	1081	92	729	74	0	0	1020	2	0	0
915	1082	92	90	6	0	0	0	0	0	0
916	1083	530	329	60	0	0	0	0	0	0
917	1084	329	90	70	0	0	2550	5	0	0
918	1085	518	87	219	3605	15	0	0	0	0
919	1086	730	731	72	0	0	0	0	0	0
920	1087	517	730	74	0	0	510	1	0	0
921	1088	731	729	74	0	0	2040	4	0	0
922	1089	722	696	65	0	0	510	1	204	1
923	1090	726	722	65	0	0	0	0	204	1
924	1091	732	733	195	1632	5	1428	4	0	0
925	1092	55	732	13	0	0	0	0	0	0
926	1093	533	331	82	510	1	3552	11	0	0
927	1094	331	733	75	816	4	4020	18	0	0
928	1095	734	735	60	0	0	1224	3	0	0
929	1096	735	173	93	0	0	2040	4	0	0
930	1097	345	503	72	0	0	204	1	0	0
931	1098	503	42	156	0	0	3596	11	0	0
932	1099	736	734	96	0	0	2754	6	204	1
933	1100	736	168	25	0	0	0	0	0	0
934	1101	137	337	258	0	0	2040	4	0	0
935	1102	337	168	77	0	0	0	0	0	0
936	1103	735	345	23	0	0	0	0	0	0
937	1104	341	737	112	0	0	2040	4	0	0
938	1105	738	739	44	0	0	510	1	0	0
939	1106	381	738	151	0	0	1530	3	0	0
940	1107	738	341	111	0	0	1020	2	0	0
941	1108	342	740	112	0	0	918	3	0	0
942	1109	739	342	19	0	0	0	0	0	0
943	1110	740	137	77	0	0	510	1	0	0
944	1111	741	339	99	0	0	3909	14	0	0
945	1112	741	742	67	0	0	510	1	0	0
946	1113	740	737	39	0	0	0	0	0	0
947	1114	737	741	40	0	0	1020	2	0	0
948	1115	743	168	149	0	0	510	1	0	0
949	1116	339	743	44	0	0	0	0	0	0
950	1117	736	344	76	0	0	0	0	0	0
951	1118	343	744	152	0	0	0	0	2244	11
952	1119	734	343	98	0	0	714	2	1020	5
953	1120	745	573	166	0	0	1224	3	1020	5
954	1121	385	745	265	0	0	612	3	3468	17
955	1122	746	348	82	0	0	2040	4	612	3
956	1123	348	745	53	0	0	0	0	204	1
957	1124	579	746	126	0	0	1224	6	204	1
958	1125	347	746	77	0	0	204	1	0	0
959	1126	747	347	74	0	0	714	2	0	0
960	1127	748	71	26	0	0	204	1	0	0
961	1128	71	377	62	0	0	510	1	0	0
962	1129	459	749	23	0	0	1530	3	0	0
963	1130	749	748	35	0	0	1020	2	0	0
964	1131	750	751	52	510	1	0	0	0	0
965	1132	361	750	188	0	0	3666	9	0	0
966	1133	751	752	27	1530	3	0	0	0	0
967	1134	748	356	75	0	0	408	2	0	0
968	1135	356	753	92	0	0	4182	10	0	0
969	1136	753	750	69	0	0	918	3	0	0
970	1138	383	753	178	0	0	2244	5	0	0
971	1139	754	145	94	0	0	1530	3	0	0
972	1140	380	754	67	0	0	1224	3	0	0
973	1141	754	755	112	0	0	2040	4	0	0
974	1142	365	756	101	0	0	1224	3	612	3
975	1143	384	365	97	0	0	1020	2	408	2
976	1144	756	148	127	0	0	918	3	612	3
977	1145	756	194	97	0	0	510	1	0	0
978	1146	194	102	111	0	0	2244	5	0	0
979	1147	102	739	139	0	0	2040	7	0	0
980	1148	369	370	56	0	0	1734	4	0	0
981	1149	757	255	101	0	0	1428	4	0	0
982	1150	370	366	83	0	0	0	0	0	0
983	1151	367	366	3	0	0	0	0	0	0
984	1152	30	369	96	0	0	3060	6	0	0
985	1153	367	99	101	0	0	612	3	408	2
986	1154	99	758	82	0	0	2040	4	204	1
987	1155	757	758	38	0	0	0	0	0	0
988	1156	136	758	118	0	0	510	1	524	3
989	1157	758	759	98	0	0	0	0	1224	6
990	1158	759	96	128	0	0	0	0	2652	13
991	1159	283	760	156	0	0	1530	3	0	0
992	1160	87	729	73	0	0	0	0	0	0
993	1161	760	729	107	0	0	0	0	0	0
994	1162	491	761	78	0	0	1020	2	0	0
995	1163	760	91	73	0	0	3060	6	0	0
996	1164	762	760	74	0	0	3570	7	0	0
997	1165	761	762	73	0	0	510	1	0	0
998	1166	277	762	165	0	0	3862	18	0	0
999	1167	762	731	108	0	0	0	0	0	0
1000	1168	280	761	176	0	0	2040	4	0	0
1001	1169	761	730	109	0	0	3060	6	0	0
1002	1170	759	757	141	0	0	2448	6	204	1
1003	1171	757	763	63	0	0	1224	3	0	0
1004	1172	409	764	66	0	0	0	0	408	2
1005	1173	764	765	51	0	0	0	0	848	5
1006	1174	31	409	111	0	0	510	1	612	3
1007	1175	764	430	21	0	0	0	0	408	2
1008	1176	430	267	88	0	0	1020	2	816	4
1009	1177	766	266	99	0	0	1020	2	204	1
1010	1178	162	766	201	0	0	1224	6	1836	9
1011	1179	410	295	83	0	0	2040	4	0	0
1012	1180	766	410	125	0	0	3495	13	0	0
1013	1181	767	768	106	0	0	1020	2	204	1
1014	1182	769	770	76	0	0	0	0	204	1
1015	1183	771	769	61	0	0	510	1	0	0
1016	1184	770	260	95	0	0	3570	7	0	0
1017	1185	772	771	32	0	0	0	0	0	0
1018	1186	773	772	69	0	0	0	0	0	0
1019	1187	423	774	65	0	0	0	0	0	0
1020	1188	768	775	62	0	0	0	0	0	0
1021	1189	775	774	108	0	0	0	0	0	0
1022	1190	774	776	18	0	0	0	0	0	0
1023	1191	776	772	39	0	0	0	0	0	0
1024	1192	775	423	12	0	0	0	0	0	0
1025	1193	776	777	81	0	0	3060	6	0	0
1026	1194	773	776	32	0	0	0	0	0	0
1027	1195	778	773	92	510	1	1020	2	0	0
1028	1196	426	779	35	0	0	0	0	0	0
1029	1197	780	10	40	0	0	612	3	0	0
1030	1198	420	781	21	0	0	0	0	0	0
1031	1199	420	768	73	0	0	1020	2	0	0
1032	1200	768	424	66	0	0	0	0	0	0
1033	1201	417	782	71	0	0	408	2	0	0
1034	1202	60	417	196	0	0	3264	7	0	0
1035	1203	782	418	118	0	0	3610	12	204	1
1036	1204	418	781	53	0	0	1020	2	0	0
1037	1205	779	424	35	0	0	0	0	0	0
1038	1206	780	426	30	0	0	0	0	0	0
1039	1207	422	778	106	0	0	510	1	0	0
1040	1208	783	784	77	0	0	510	1	0	0
1041	1209	785	786	58	0	0	408	2	204	1
1042	1210	784	256	90	0	0	1224	3	204	1
1043	1211	781	422	60	0	0	1530	3	0	0
1044	1212	785	778	7	0	0	0	0	0	0
1045	1213	786	783	54	0	0	714	2	204	1
1046	1214	783	769	129	0	0	1428	4	612	3
1047	1215	147	783	391	0	0	3468	14	4284	21
1048	1216	784	770	130	0	0	3060	9	204	1
1049	1217	146	784	391	0	0	3454	23	1836	9
1050	1218	771	787	81	0	0	0	0	0	0
1051	1219	786	771	127	0	0	408	2	1020	5
1052	1220	779	414	114	0	0	3264	7	0	0
1053	1221	415	777	59	0	0	0	0	0	0
1054	1222	415	787	13	0	0	0	0	0	0
1055	1223	414	777	6	0	0	0	0	0	0
1056	1224	787	788	83	0	0	1020	2	0	0
1057	1226	788	261	136	0	0	4080	8	0	0
1058	1227	412	789	32	0	0	0	0	0	0
1059	1228	789	788	63	0	0	2040	4	0	0
1060	1229	412	288	139	0	0	510	1	0	0
1061	1230	780	363	115	0	0	1326	5	0	0
1062	1231	364	363	44	0	0	0	0	0	0
1063	1232	364	789	99	0	0	0	0	0	0
1064	1233	790	785	122	0	0	3774	8	612	3
1065	1234	139	790	269	0	0	4315	19	204	1
1066	1235	140	791	219	0	0	3060	6	816	4
1067	1236	791	790	98	0	0	0	0	0	0
1068	1237	782	416	131	0	0	2550	5	0	0
1069	1238	416	791	56	0	0	2550	5	0	0
1070	1239	413	792	34	0	0	510	1	0	0
1071	1240	792	289	99	0	0	1224	3	0	0
1072	1241	155	429	102	0	0	2550	5	0	0
1073	1242	429	413	80	0	0	1938	8	0	0
1074	1243	431	572	90	0	0	0	0	0	0
1075	1244	262	431	78	0	0	2856	8	0	0
1076	1245	792	262	97	0	0	2958	7	0	0
1077	1246	433	432	106	0	0	3570	10	0	0
1078	1247	294	433	97	0	0	4080	8	0	0
1079	1248	444	161	177	0	0	0	0	0	0
1080	1249	281	434	133	0	0	1326	5	0	0
1081	1250	434	497	68	0	0	1020	2	0	0
1082	1251	497	442	59	0	0	0	0	0	0
1083	1252	442	444	62	0	0	0	0	0	0
1084	1253	793	794	163	0	0	510	1	0	0
1085	1254	275	445	124	0	0	3060	6	0	0
1086	1255	794	61	39	0	0	2040	4	0	0
1087	1256	62	291	14	0	0	0	0	0	0
1088	1257	445	61	112	0	0	1632	5	0	0
1089	-1	620	621	1	0	0	0	0	0	0
1090	-2	625	626	1	0	0	0	0	0	0
1091	-3	672	673	1	0	0	0	0	0	0
1092	-4	2	3	112	0	0	0	0	0	0
1093	-6	11	284	211	0	0	0	0	0	0
1094	-7	6	7	18	0	0	0	0	0	0
1095	-8	9	4	145	0	0	0	0	0	0
1096	-9	32	33	71	0	0	0	0	0	0
1097	-10	106	253	163	0	0	0	0	0	0
1098	-12	168	167	93	0	0	0	0	0	0
1099	-13	219	5	69	0	0	0	0	0	0
1100	-14	422	423	107	0	0	0	0	0	0
1101	-18	293	498	336	0	0	0	0	0	0
1102	-19	529	531	97	0	0	0	0	0	0
1103	-20	563	565	182	0	0	0	0	0	0
1104	-21	456	451	38	0	0	0	0	0	0
1105	-22	627	398	72	0	0	0	0	0	0
END
