ProblemType:	SP-CARP
NumberNodes:	531
NumberEdges:	780
DepotNodeNumber:	0
NumberOfFractions:	1
NumberOfIntervalsForFraction	General_Glass_Metal_Plastic_Organic	5	3.5	7	14	28	56
GRAPH
EdgeNumber	EdgeId	StartNodeNumber	EndNodeNumber	Cost	Demand_0	Bins_0	Demand_1	Bins_1	Demand_2	Bins_2	Demand_3	Bins_3	Demand_4	Bins_4
447	860	74	416	14	0	0	0	0	0	0	0	0	0	0
448	861	144	74	140	0	0	833	3	0	0	612	3	116	1
449	862	417	317	165	0	0	0	0	0	0	0	0	0	0
450	869	419	79	142	0	0	1360	8	0	0	1428	7	676	5
451	870	79	420	108	0	0	901	4	0	0	816	4	472	4
452	871	266	419	85	0	0	204	1	0	0	204	1	232	2
453	872	147	421	26	0	0	204	1	0	0	204	1	0	0
454	873	392	421	49	0	0	119	1	0	0	204	1	232	2
455	874	311	306	29	0	0	0	0	0	0	0	0	0	0
456	875	421	146	23	0	0	0	0	0	0	0	0	0	0
457	876	147	311	67	0	0	493	2	0	0	408	2	472	4
458	877	306	422	106	0	0	0	0	0	0	0	0	0	0
459	878	268	423	85	0	0	0	0	0	0	0	0	0	0
460	879	424	398	39	0	0	0	0	0	0	0	0	0	0
461	880	423	424	247	0	0	1836	11	0	0	2040	10	712	6
462	883	398	422	81	0	0	0	0	0	0	0	0	0	0
463	884	425	426	82	0	0	663	4	0	0	816	4	352	3
464	885	78	425	77	0	0	731	4	0	0	612	3	712	6
465	886	77	425	81	0	0	357	2	0	0	408	2	352	3
466	887	427	78	87	0	0	357	2	0	0	408	2	640	4
467	888	428	264	85	0	0	0	0	0	0	0	0	0	0
468	889	261	429	85	0	0	0	0	0	0	0	0	0	0
469	890	309	305	27	0	0	0	0	0	0	0	0	0	0
470	891	430	423	72	0	0	238	2	0	0	408	2	472	4
471	892	430	267	85	0	0	0	0	0	0	0	0	0	0
472	893	265	431	85	0	0	0	0	0	0	0	0	0	0
473	894	429	428	44	0	0	153	1	0	0	204	1	232	2
474	895	305	429	62	0	0	0	0	0	0	0	0	0	0
475	896	419	309	93	0	0	340	1	0	0	204	1	232	2
476	897	428	427	74	0	0	510	3	0	0	612	3	232	2
477	898	430	431	18	0	0	0	0	0	0	0	0	0	0
478	899	431	427	3	0	0	0	0	0	0	0	0	0	0
479	900	310	308	27	0	0	0	0	0	0	0	0	0	0
480	901	426	424	63	0	0	153	1	0	0	204	1	116	1
481	902	308	426	93	0	0	119	1	0	0	204	1	232	2
482	903	307	398	140	0	0	0	0	0	0	0	0	0	0
483	904	148	420	29	0	0	204	1	0	0	204	1	408	2
484	905	432	387	70	0	0	1122	7	0	0	1428	7	232	2
485	906	433	155	88	0	0	1122	6	0	0	1224	6	952	8
486	907	434	435	129	0	0	510	3	0	0	612	3	232	2
487	908	148	310	80	0	0	578	4	0	0	816	4	0	0
488	909	435	433	189	0	0	2771	16	0	0	2652	13	1748	14
489	910	387	420	73	0	0	459	3	0	0	612	3	232	2
490	911	155	432	102	0	0	1173	7	0	0	1428	7	1068	9
491	912	151	153	69	0	0	1496	9	0	0	1632	8	472	4
492	913	436	390	75	0	0	1207	8	0	0	1632	8	0	0
493	914	153	436	38	0	0	510	3	0	0	612	3	236	2
494	915	436	389	63	0	0	153	1	0	0	204	1	0	0
495	916	262	150	76	0	0	1173	6	0	0	1224	6	832	7
496	917	150	151	71	0	0	1224	8	0	0	1632	8	0	0
497	918	437	438	79	0	0	697	3	0	0	612	3	320	2
498	919	438	433	82	0	0	867	4	0	0	816	4	116	1
499	920	439	438	166	0	0	2788	15	0	0	2448	12	1000	7
500	921	440	439	155	0	0	1938	12	0	0	1836	9	1304	11
501	922	439	435	76	0	0	0	0	0	0	0	0	0	0
502	923	441	439	77	0	0	357	2	0	0	612	3	964	6
503	924	442	441	179	0	0	1275	7	0	0	1428	7	1152	9
504	925	441	437	143	0	0	1479	8	0	0	1428	7	1644	12
505	927	373	158	214	0	0	0	0	0	0	0	0	0	0
506	933	300	327	8	0	0	0	0	0	0	0	0	0	0
507	935	302	329	6	0	0	0	0	0	0	0	0	0	0
508	936	63	163	153	0	0	0	0	0	0	0	0	0	0
509	937	163	161	95	0	0	0	0	0	0	0	0	0	0
510	941	443	444	16	0	0	0	0	0	0	0	0	0	0
511	942	164	445	62	0	0	323	2	0	0	408	2	472	4
512	943	360	446	440	0	0	3525	32	0	0	3556	31	4180	33
513	944	164	443	8	0	0	0	0	0	0	0	0	0	0
514	946	445	443	64	0	0	0	0	0	0	0	0	0	0
515	949	446	12	10	0	0	0	0	0	0	0	0	0	0
516	953	447	362	252	0	0	2125	13	0	0	2448	12	2396	18
517	954	360	362	21	0	0	0	0	0	0	0	0	0	0
518	958	339	447	181	0	0	1802	11	0	0	1632	8	952	8
519	959	70	447	82	0	0	204	1	0	0	204	1	0	0
520	960	351	70	118	0	0	1530	8	0	0	1224	6	592	5
521	962	347	353	192	0	0	340	1	0	0	204	1	0	0
522	963	351	353	15	0	0	0	0	0	0	0	0	0	0
523	964	447	165	91	0	0	357	2	0	0	408	2	232	2
524	965	448	449	38	0	0	0	0	0	0	0	0	0	0
525	966	444	448	37	0	0	0	0	0	0	0	0	0	0
526	967	328	166	144	0	0	0	0	0	0	0	0	0	0
527	968	450	448	39	0	0	0	0	0	0	0	0	0	0
528	969	449	446	16	0	0	0	0	0	0	0	0	0	0
529	970	444	449	8	0	0	0	0	0	0	0	0	0	0
530	971	358	450	117	0	0	204	1	0	0	204	1	0	0
531	972	166	358	180	0	0	119	1	0	0	204	1	116	1
532	973	205	203	81	0	0	969	6	0	0	1224	6	352	3
533	974	359	205	80	0	0	544	4	0	0	816	4	232	2
534	975	203	450	288	0	0	1377	8	0	0	1428	7	712	6
535	976	207	70	70	0	0	153	1	0	0	204	1	0	0
536	977	207	361	184	0	0	1802	11	0	0	1836	9	592	5
537	980	21	62	320	0	0	0	0	0	0	0	0	0	0
538	982	451	452	79	0	0	204	1	0	0	204	1	116	1
539	983	453	454	68	0	0	1377	9	0	0	1632	8	232	2
540	984	455	456	68	0	0	765	5	0	0	1020	5	232	2
541	985	452	457	45	0	0	306	2	0	0	408	2	472	4
542	986	336	451	220	0	0	4021	40	0	0	4132	39	2224	18
543	987	455	453	82	0	0	459	2	0	0	204	1	0	0
544	988	457	455	20	0	0	0	0	0	0	0	0	0	0
545	989	458	459	190	0	0	2720	17	0	0	2856	14	2868	22
546	990	453	458	65	0	0	357	2	0	0	408	2	0	0
547	992	460	461	122	0	0	0	0	0	0	408	2	0	0
548	993	458	462	77	0	0	918	6	0	0	1020	5	1000	7
549	994	462	463	55	0	0	714	4	0	0	612	3	0	0
550	995	464	458	74	0	0	204	1	0	0	204	1	0	0
551	996	461	24	151	0	0	0	0	0	0	0	0	0	0
552	997	24	465	99	0	0	0	0	0	0	0	0	0	0
553	998	466	460	360	0	0	680	2	0	0	408	2	0	0
554	999	465	210	113	0	0	0	0	0	0	0	0	0	0
555	1000	187	466	144	204	1	408	2	0	0	408	2	0	0
556	1001	462	467	16	0	0	0	0	0	0	0	0	0	0
557	1002	467	468	40	0	0	153	1	0	0	0	0	0	0
558	1004	210	469	91	0	0	357	2	0	0	408	2	556	4
559	1005	469	464	47	0	0	0	0	0	0	0	0	0	0
560	1006	470	464	25	0	0	0	0	0	0	0	0	0	0
561	1007	210	470	91	0	0	0	0	0	0	0	0	0	0
562	1008	471	465	255	0	0	153	1	0	0	204	1	232	2
563	1009	465	364	291	0	0	1292	8	0	0	1428	7	796	6
564	1010	340	471	187	0	0	2703	17	0	0	3468	17	1660	14
565	1011	472	473	79	0	0	323	2	0	0	612	3	712	6
566	1012	474	457	92	0	0	2023	17	0	0	0	0	0	0
567	1013	473	452	92	0	0	2380	20	0	0	0	0	0	0
568	1014	473	474	45	0	0	425	3	0	0	408	2	472	4
569	1015	475	363	74	0	0	204	1	0	0	204	1	232	2
570	1016	469	470	38	0	0	0	0	0	0	0	0	0	0
571	1017	338	472	210	0	0	3568	36	0	0	3618	35	3176	26
572	1018	470	475	205	0	0	2312	14	0	0	2856	14	2700	22
573	1019	474	469	111	0	0	1105	5	0	0	1020	5	436	3
574	1020	451	476	111	0	0	1292	10	0	0	2040	10	352	3
575	1021	212	472	88	0	0	901	7	0	0	1428	7	232	2
576	1022	472	451	90	0	0	1088	7	0	0	1224	6	592	5
577	1023	471	212	114	0	0	2482	18	0	0	3468	17	1424	12
578	1024	67	477	41	0	0	0	0	0	0	0	0	0	0
579	1025	478	467	255	0	0	1870	11	0	0	2040	10	1392	11
580	1026	478	479	84	0	0	1156	7	0	0	1428	7	0	0
581	1027	477	480	107	0	0	2091	15	0	0	3060	15	1000	7
582	1028	214	476	47	0	0	153	1	0	0	204	1	0	0
583	1029	480	214	36	0	0	442	3	0	0	612	3	472	4
584	1030	476	478	75	0	0	0	0	0	0	0	0	0	0
585	1031	459	468	206	0	0	3519	20	0	0	4080	20	1628	13
586	1032	475	459	94	0	0	204	1	0	0	204	1	116	1
587	1035	322	481	109	0	0	0	0	0	0	0	0	0	0
588	1036	482	483	95	0	0	0	0	0	0	0	0	0	0
589	1039	483	460	107	0	0	0	0	0	0	0	0	0	0
590	1052	186	484	151	0	0	306	2	0	0	612	3	472	4
591	1053	484	483	338	0	0	1870	10	0	0	1224	6	1068	9
592	1058	485	17	229	0	0	153	1	0	0	204	1	0	0
593	1060	486	482	336	0	0	3808	20	0	0	3468	17	2396	18
594	1061	482	485	56	0	0	0	0	0	0	0	0	0	0
595	1062	182	486	140	0	0	544	2	0	0	408	2	232	2
596	1065	481	216	75	0	0	0	0	0	0	0	0	0	0
597	1066	216	218	77	0	0	0	0	0	0	0	0	0	0
598	1067	218	25	142	0	0	0	0	0	0	0	0	0	0
599	1068	344	220	181	0	0	0	0	0	0	0	0	0	0
600	1072	343	487	211	0	0	0	0	0	0	0	0	0	0
601	1073	487	337	225	0	0	646	3	0	0	612	3	408	2
602	1074	487	26	60	0	0	0	0	0	0	0	0	0	0
603	1076	221	487	68	0	0	0	0	0	0	0	0	0	0
604	1078	342	219	179	0	0	0	0	0	0	0	0	0	0
605	1081	46	488	74	0	0	0	0	0	0	0	0	0	0
606	1082	46	44	6	0	0	0	0	0	0	0	0	0	0
607	1083	341	223	60	0	0	0	0	0	0	0	0	0	0
608	1084	223	44	70	0	0	0	0	0	0	0	0	0	0
609	1085	335	43	219	0	0	0	0	0	0	0	0	0	0
610	1089	484	466	65	0	0	0	0	0	0	0	0	0	0
611	1090	486	484	65	0	0	0	0	0	0	0	0	0	0
612	1095	489	490	60	0	0	0	0	0	0	0	0	0	0
613	1096	490	116	93	0	0	0	0	0	0	0	0	0	0
614	1099	491	489	96	0	0	0	0	0	0	0	0	0	0
615	1100	491	111	25	0	0	0	0	0	0	0	0	0	0
616	1101	87	226	258	0	0	0	0	0	0	0	0	0	0
617	1102	226	111	77	0	0	0	0	0	0	0	0	0	0
618	1103	490	229	23	0	0	0	0	0	0	0	0	0	0
619	1105	492	493	44	0	0	0	0	0	0	0	0	0	0
620	1106	255	492	151	0	0	510	3	0	0	0	0	0	0
621	1110	494	87	77	0	0	0	0	0	0	0	0	0	0
622	1117	491	228	76	0	0	204	1	0	0	0	0	0	0
623	1118	227	495	152	0	0	2431	13	0	0	2244	11	1544	13
624	1119	489	227	98	0	0	918	5	0	0	816	4	436	3
625	1120	496	379	166	0	0	0	0	0	0	0	0	0	0
626	1121	258	496	265	0	0	1598	10	0	0	1632	8	592	5
627	1122	497	498	82	0	0	493	2	0	0	408	2	0	0
628	1123	498	496	53	0	0	204	1	0	0	204	1	204	1
629	1124	383	497	126	0	0	153	1	0	0	204	1	232	2
630	1128	33	253	62	0	0	0	0	0	0	0	0	0	0
631	1131	499	500	52	0	0	0	0	0	0	0	0	0	0
632	1132	243	499	188	0	0	0	0	0	0	0	0	0	0
633	1133	500	501	27	340	1	0	0	0	0	0	0	0	0
634	1135	238	502	92	0	0	0	0	0	0	0	0	0	0
635	1136	502	499	69	0	0	0	0	0	0	0	0	0	0
636	1138	256	502	178	0	0	0	0	0	0	0	0	0	0
637	1142	245	503	101	0	0	204	1	0	0	204	1	232	2
638	1143	257	245	97	0	0	0	0	0	0	0	0	0	0
639	1144	503	97	127	238	2	306	2	0	0	204	1	0	0
640	1145	503	134	97	0	0	0	0	0	0	0	0	0	0
641	1146	134	56	111	0	0	0	0	0	0	408	2	0	0
642	1147	56	493	139	0	0	0	0	0	0	408	2	0	0
643	1148	249	250	56	0	0	0	0	0	0	0	0	0	0
644	1149	504	170	101	0	0	0	0	0	0	0	0	0	0
645	1150	250	246	83	0	0	0	0	0	0	0	0	0	0
646	1151	247	246	3	0	0	0	0	0	0	0	0	0	0
647	1152	13	249	96	0	0	0	0	0	0	0	0	0	0
648	1153	247	53	101	0	0	153	1	0	0	204	1	0	0
649	1154	53	505	82	0	0	0	0	0	0	0	0	0	0
650	1155	504	505	38	0	0	0	0	0	0	0	0	0	0
651	1156	86	505	118	0	0	340	1	0	0	408	2	0	0
652	1157	505	506	98	0	0	476	3	0	0	1020	5	592	5
653	1158	506	50	128	0	0	816	5	0	0	1020	5	1152	9
654	1159	190	507	156	0	0	0	0	0	0	0	0	0	0
655	1160	43	488	73	0	0	0	0	0	0	0	0	0	0
656	1161	507	488	107	0	0	0	0	0	0	0	0	0	0
657	1163	507	45	73	0	0	0	0	0	0	0	0	0	0
658	1170	506	504	141	0	0	0	0	0	0	0	0	0	0
659	1172	273	508	66	0	0	204	1	0	0	204	1	0	0
660	1173	508	509	51	0	0	816	5	0	0	1020	5	676	5
661	1174	14	273	111	0	0	510	3	0	0	408	2	472	4
662	1175	508	287	21	0	0	0	0	0	0	0	0	0	0
663	1176	287	181	88	0	0	714	4	0	0	612	3	472	4
664	1177	510	179	99	0	0	204	1	0	0	204	1	0	0
665	1178	108	510	201	0	0	1343	6	0	0	1020	5	880	6
666	1179	274	198	83	0	0	0	0	0	0	0	0	0	0
667	1180	510	274	125	0	0	0	0	0	0	0	0	0	0
668	1182	511	512	76	0	0	0	0	0	0	0	0	0	0
669	1183	513	511	61	0	0	0	0	0	0	0	0	0	0
670	1184	512	175	95	0	0	0	0	0	0	0	0	0	0
671	1185	514	513	32	0	0	0	0	0	0	0	0	0	0
672	1186	515	514	69	0	0	0	0	0	0	0	0	0	0
673	1191	516	514	39	0	0	0	0	0	0	0	0	0	0
674	1194	515	516	32	0	0	0	0	0	0	0	0	0	0
675	1195	517	515	92	0	0	0	0	0	0	0	0	0	0
676	1197	519	285	40	0	0	0	0	0	0	0	0	0	0
677	1201	281	521	71	0	0	204	1	0	0	0	0	0	0
678	1203	521	282	118	0	0	0	0	0	0	0	0	0	0
679	1204	282	520	53	0	0	0	0	0	0	0	0	0	0
680	1207	284	517	106	0	0	0	0	0	0	0	0	0	0
681	1208	522	523	77	0	0	0	0	0	0	0	0	0	0
682	1209	524	525	58	0	0	0	0	0	0	0	0	0	0
683	1210	523	171	90	0	0	0	0	0	0	0	0	0	0
684	1211	520	284	60	0	0	0	0	0	0	0	0	0	0
685	1212	524	517	7	0	0	0	0	0	0	0	0	0	0
686	1213	525	522	54	0	0	0	0	0	0	0	0	0	0
687	1214	522	511	129	0	0	544	2	0	0	204	1	0	0
688	1215	96	522	391	0	0	1513	7	0	0	1428	7	760	5
689	1216	523	512	130	0	0	0	0	0	0	0	0	0	0
690	1217	95	523	391	204	1	1156	7	0	0	816	4	524	3
691	1218	513	526	81	0	0	0	0	0	0	0	0	0	0
692	1219	525	513	127	0	0	969	5	0	0	204	1	640	4
693	1220	518	277	114	0	0	0	0	0	0	0	0	0	0
694	1224	526	527	83	0	0	0	0	0	0	0	0	0	0
695	1226	527	176	136	0	0	0	0	0	0	0	0	0	0
696	1227	276	528	32	0	0	0	0	0	0	0	0	0	0
697	1228	528	527	63	0	0	0	0	0	0	0	0	0	0
698	1230	519	278	115	0	0	0	0	0	0	0	0	0	0
699	1231	279	278	44	0	0	0	0	0	0	0	0	0	0
700	1232	279	528	99	0	0	0	0	0	0	0	0	0	0
701	1233	529	524	122	0	0	0	0	0	0	0	0	0	0
702	1234	88	529	269	0	0	544	2	0	0	0	0	0	0
703	1235	89	530	219	0	0	493	2	0	0	0	0	232	2
704	1236	530	529	98	0	0	0	0	0	0	0	0	0	0
705	1237	521	280	131	0	0	0	0	0	0	0	0	0	0
706	1238	280	530	56	0	0	0	0	0	0	0	0	0	0
707	1243	288	378	90	0	0	0	0	0	0	0	0	0	0
708	1244	180	288	78	0	0	0	0	0	0	0	0	0	0
709	1246	290	289	106	0	0	0	0	0	0	0	0	0	0
710	1247	197	290	97	0	0	0	0	0	0	0	0	0	0
711	1248	293	107	177	0	0	0	0	0	0	0	0	0	0
712	1249	188	291	133	0	0	0	0	0	0	0	0	0	0
713	-1	409	410	1	0	0	0	0	0	0	0	0	0	0
714	-2	414	415	1	0	0	0	0	0	0	0	0	0	0
715	-3	2	3	112	0	0	0	0	0	0	0	0	0	0
716	-4	6	7	134	0	0	0	0	0	0	0	0	0	0
717	-5	8	9	196	0	0	0	0	0	0	0	0	0	0
718	-8	20	15	379	0	0	0	0	0	0	0	0	0	0
719	-9	17	24	230	0	0	0	0	0	0	0	0	0	0
720	-10	21	16	172	0	0	0	0	0	0	0	0	0	0
721	-12	24	20	293	0	0	0	0	0	0	0	0	0	0
722	-14	22	28	176	0	0	0	0	0	0	0	0	0	0
723	-19	30	31	196	0	0	0	0	0	0	0	0	0	0
724	-20	36	219	109	0	0	0	0	0	0	0	0	0	0
725	-21	36	44	127	0	0	0	0	0	0	0	0	0	0
726	-22	57	58	235	0	0	0	0	0	0	0	0	0	0
727	-23	59	169	163	0	0	0	0	0	0	0	0	0	0
728	-25	84	97	76	0	0	0	0	0	0	0	0	0	0
729	-26	281	29	351	0	0	0	0	0	0	0	0	0	0
730	-27	88	89	45	0	0	0	0	0	0	0	0	0	0
731	-29	111	110	93	0	0	0	0	0	0	0	0	0	0
732	-30	116	16	226	0	0	0	0	0	0	0	0	0	0
733	-31	125	127	389	0	0	0	0	0	0	0	0	0	0
734	-32	132	422	152	0	0	0	0	0	0	0	0	0	0
735	-34	184	189	70	0	0	0	0	0	0	0	0	0	0
736	-37	188	182	188	0	0	0	0	0	0	0	0	0	0
737	-38	188	190	230	0	0	0	0	0	0	0	0	0	0
738	-39	193	276	175	0	0	0	0	0	0	0	0	0	0
739	-41	30	195	112	0	0	0	0	0	0	0	0	0	0
740	-42	32	254	62	0	0	0	0	0	0	0	0	0	0
741	-44	149	262	112	0	0	0	0	0	0	0	0	0	0
742	-45	261	272	90	0	0	0	0	0	0	0	0	0	0
743	-46	279	526	75	0	0	0	0	0	0	0	0	0	0
744	-49	71	315	77	0	0	0	0	0	0	0	0	0	0
745	-51	73	317	115	0	0	0	0	0	0	0	0	0	0
746	-52	320	316	244	0	0	0	0	0	0	0	0	0	0
747	-53	322	335	70	0	0	0	0	0	0	0	0	0	0
748	-60	196	14	494	0	0	0	0	0	0	0	0	0	0
749	-62	335	188	369	0	0	0	0	0	0	0	0	0	0
750	-63	322	215	76	0	0	0	0	0	0	0	0	0	0
751	-64	217	215	77	0	0	0	0	0	0	0	0	0	0
752	-66	165	213	193	0	0	0	0	0	0	0	0	0	0
753	-67	22	346	328	0	0	0	0	0	0	0	0	0	0
754	-68	341	342	170	0	0	0	0	0	0	0	0	0	0
755	-69	343	344	146	0	0	0	0	0	0	0	0	0	0
756	-73	363	459	168	0	0	0	0	0	0	0	0	0	0
757	-74	380	57	159	0	0	0	0	0	0	0	0	0	0
758	-75	369	384	192	0	0	0	0	0	0	0	0	0	0
759	-76	406	321	169	0	0	0	0	0	0	0	0	0	0
760	-78	406	297	339	0	0	0	0	0	0	0	0	0	0
761	-80	314	263	335	0	0	0	0	0	0	0	0	0	0
762	-81	418	260	239	0	0	0	0	0	0	0	0	0	0
763	-82	158	386	368	0	0	0	0	0	0	0	0	0	0
764	-83	38	71	386	0	0	0	0	0	0	0	0	0	0
765	-84	481	482	89	0	0	0	0	0	0	0	0	0	0
766	-87	20	460	480	0	0	0	0	0	0	0	0	0	0
767	-88	220	221	105	0	0	0	0	0	0	0	0	0	0
768	-89	229	18	228	0	0	0	0	0	0	0	0	0	0
769	-90	494	493	131	0	0	0	0	0	0	0	0	0	0
770	-93	494	111	371	0	0	0	0	0	0	0	0	0	0
771	-94	33	238	101	0	0	0	0	0	0	0	0	0	0
772	-95	94	254	224	0	0	0	0	0	0	0	0	0	0
773	-96	516	284	190	0	0	0	0	0	0	0	0	0	0
774	-97	516	277	87	0	0	0	0	0	0	0	0	0	0
775	-98	518	519	65	0	0	0	0	0	0	0	0	0	0
776	-101	518	520	195	0	0	0	0	0	0	0	0	0	0
777	-102	193	180	196	0	0	0	0	0	0	0	0	0	0
778	-104	293	291	189	0	0	0	0	0	0	0	0	0	0
779	-105	184	30	294	0	0	0	0	0	0	0	0	0	0
END
