ProblemType:	SP-CARP
NumberNodes:	399
NumberEdges:	549
DepotNodeNumber:	50
NumberOfFractions:	1
NumberOfIntervalsForFraction	General_Glass_Metal_Plastic_Organic	7	2.3	3.5	7	14	21	28	56
GRAPH
EdgeNumber	EdgeId	StartNodeNumber	EndNodeNumber	Cost	Demand_0	Bins_0	Demand_1	Bins_1	Demand_2	Bins_2	Demand_3	Bins_3	Demand_4	Bins_4	Demand_5	Bins_5	Demand_6	Bins_6
341	1011	320	321	79	0	0	0	0	323	2	0	0	0	0	612	3	712	6
342	1017	280	320	210	0	0	0	0	4486	39	0	0	0	0	4230	38	3408	28
343	1021	164	320	88	0	0	0	0	1020	8	0	0	0	0	1632	8	756	5
344	1022	320	314	90	0	0	0	0	1292	8	0	0	0	0	1632	8	592	5
345	1023	319	164	114	0	0	0	0	2482	18	0	0	0	0	3468	17	1424	12
346	1024	66	322	41	2550	5	0	0	850	2	0	0	0	0	884	3	232	2
347	1034	323	267	70	1020	2	0	0	0	0	0	0	0	0	4590	9	0	0
348	1035	258	324	109	0	0	4049	10	1870	1	510	1	0	0	3604	9	0	0
349	1036	325	326	95	0	0	3448	10	1020	2	0	0	0	0	2958	9	0	0
350	1037	327	324	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0
351	1038	315	323	89	4080	8	0	0	0	0	0	0	0	0	0	0	0	0
352	1039	326	315	107	0	0	0	0	0	0	0	0	0	0	0	0	0	0
353	1040	327	325	85	0	0	0	0	1020	2	0	0	0	0	322	2	0	0
354	1041	328	329	35	0	0	0	0	0	0	0	0	0	0	0	0	0	0
355	1042	323	330	97	0	0	0	0	510	1	0	0	0	0	0	0	0	0
356	1043	330	329	145	2040	4	0	0	850	2	0	0	0	0	680	2	0	0
357	1044	299	329	34	0	0	0	0	0	0	0	0	0	0	0	0	0	0
358	1046	331	332	86	510	1	3570	7	119	1	0	0	0	0	1360	3	0	0
359	1047	16	331	84	2040	4	3570	7	1020	2	0	0	0	0	1428	4	0	0
360	1048	332	333	25	0	0	3570	13	850	2	0	0	0	0	2720	3	0	0
361	1049	333	330	25	0	0	0	0	0	0	0	0	0	0	0	0	0	0
362	1050	328	300	35	0	0	0	0	0	0	0	0	0	0	0	0	0	0
363	1051	331	328	118	0	0	2856	8	0	0	0	0	0	0	1190	3	0	0
364	1052	137	334	151	0	0	3060	6	1836	5	0	0	0	0	3366	13	472	4
365	1053	334	326	338	0	0	2040	4	5670	33	0	0	0	0	5440	23	2116	15
366	1055	335	336	47	0	0	0	0	0	0	3740	2	0	0	748	3	0	0
367	1057	326	335	57	0	0	0	0	0	0	0	0	0	0	0	0	0	0
368	1058	337	8	229	0	0	3060	6	3935	16	0	0	0	0	5848	12	408	2
369	1060	338	325	336	0	0	510	1	7370	49	0	0	0	0	8942	41	4840	35
370	1061	325	337	56	0	0	1224	6	816	4	1870	1	0	0	1088	4	0	0
371	1062	133	338	140	0	0	1530	3	4064	17	0	0	0	0	3876	15	640	4
372	1063	262	327	177	0	0	4158	25	0	0	0	0	0	0	6698	17	0	0
373	1064	143	262	285	0	0	3605	43	3530	11	0	0	0	0	7352	34	0	0
374	1065	324	167	75	0	0	3570	7	0	0	0	0	0	0	1530	4	0	0
375	1066	167	169	77	0	0	3515	9	0	0	1360	3	0	0	1190	3	0	0
376	1067	169	17	142	0	0	4225	9	4108	14	0	0	0	0	2584	10	0	0
377	1068	292	173	181	0	0	3429	34	2193	10	0	0	0	0	6562	20	0	0
378	1069	339	175	25	0	0	0	0	0	0	0	0	0	0	0	0	0	0
379	1070	173	339	26	0	0	0	0	1870	1	0	0	0	0	0	0	0	0
380	1071	175	278	202	0	0	3428	12	2669	6	0	0	0	0	6800	14	0	0
381	1072	291	340	211	3743	11	0	0	3754	17	510	1	0	0	5338	14	0	0
382	1073	340	279	225	1530	3	4082	19	4507	18	1870	1	0	0	7038	22	408	2
383	1074	340	18	60	1020	2	0	0	0	0	0	0	0	0	544	2	0	0
384	1075	339	176	79	0	0	0	0	0	0	0	0	0	0	1870	4	0	0
385	1076	176	340	68	0	0	0	0	0	0	0	0	0	0	0	0	0	0
386	1077	172	38	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0
387	1078	290	172	179	2720	10	3494	18	1700	4	0	0	0	0	4896	14	0	0
388	1079	38	174	40	0	0	0	0	0	0	0	0	0	0	0	0	0	0
389	1080	174	277	201	0	0	3411	29	4223	11	0	0	0	0	5100	15	0	0
390	1081	49	341	74	0	0	0	0	3590	14	0	0	0	0	850	2	0	0
391	1082	49	47	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0
392	1083	288	178	60	0	0	0	0	0	0	0	0	0	0	0	0	0	0
393	1084	178	47	70	0	0	3958	16	0	0	0	0	0	0	3876	11	0	0
394	1085	275	44	219	0	0	0	0	0	0	3060	6	3400	2	1020	2	0	0
395	1086	342	343	72	0	0	0	0	0	0	0	0	0	0	0	0	0	0
396	1087	274	342	74	0	0	2550	5	0	0	0	0	0	0	884	3	0	0
397	1088	343	341	74	0	0	1530	3	0	0	0	0	0	0	1530	3	0	0
398	1089	334	318	65	510	1	0	0	510	1	0	0	0	0	748	3	544	2
399	1090	338	334	65	0	0	0	0	1020	2	0	0	0	0	204	1	0	0
400	1091	344	345	195	0	0	3451	19	1870	1	0	0	0	0	3434	12	0	0
401	1092	22	344	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0
402	1093	292	180	82	0	0	3315	10	7610	30	3400	7	0	0	340	1	0	0
403	1094	180	345	75	0	0	0	0	4197	42	6630	13	0	0	0	0	0	0
404	1095	346	347	60	2550	5	0	0	3485	7	0	0	0	0	1972	6	0	0
405	1096	347	105	93	0	0	1530	3	2040	4	0	0	0	0	2278	6	0	0
406	1097	192	270	72	1632	8	0	0	1836	9	0	0	0	0	408	2	0	0
407	1098	270	9	156	0	0	3417	9	4024	26	1802	6	0	0	4080	13	0	0
408	1099	348	346	96	1530	3	0	0	3890	19	340	1	0	0	3230	11	204	1
409	1100	348	100	25	0	0	0	0	0	0	0	0	0	0	0	0	0	0
410	1101	76	184	258	3449	10	2448	9	3509	10	1020	2	0	0	3230	7	0	0
411	1102	184	100	77	0	0	0	0	0	0	0	0	0	0	0	0	0	0
412	1103	347	192	23	0	0	2550	5	0	0	0	0	0	0	0	0	0	0
413	1104	188	349	112	0	0	0	0	4243	14	0	0	0	0	1904	8	0	0
414	1105	350	351	44	0	0	0	0	510	1	0	0	0	0	544	2	0	0
415	1106	43	350	151	0	0	3910	8	4420	11	0	0	0	0	1632	6	0	0
416	1107	350	188	111	0	0	2550	5	510	1	0	0	0	0	1394	4	0	0
417	1108	189	352	112	0	0	1224	6	3910	8	0	0	0	0	2142	6	0	0
418	1109	351	189	19	0	0	0	0	0	0	0	0	0	0	0	0	0	0
419	1110	352	76	77	0	0	450	7	1530	3	0	0	0	0	544	2	0	0
420	1111	353	186	99	612	3	3230	14	0	0	1530	3	0	0	1632	6	0	0
421	1112	353	354	67	0	0	3978	12	0	0	0	0	0	0	1360	3	0	0
422	1113	352	349	39	0	0	0	0	0	0	0	0	0	0	0	0	0	0
423	1114	349	353	40	0	0	2040	4	0	0	0	0	0	0	1088	4	0	0
424	1115	355	100	149	0	0	2040	4	3400	2	1700	1	0	0	544	2	0	0
425	1116	186	355	44	0	0	0	0	0	0	0	0	0	0	0	0	0	0
426	1117	348	191	76	0	0	0	0	204	1	0	0	0	0	0	0	0	0
427	1118	190	356	152	0	0	0	0	2839	15	0	0	0	0	2244	11	1544	13
428	1119	346	190	98	0	0	0	0	4896	14	0	0	0	0	2108	9	668	5
429	1121	217	357	265	0	0	0	0	5012	29	0	0	0	0	4198	21	1748	14
430	1122	358	195	82	0	0	4080	8	1547	5	0	0	0	0	2482	7	0	0
431	1123	195	357	53	0	0	0	0	204	1	0	0	0	0	204	1	204	1
432	1124	308	358	126	0	0	2040	10	1003	3	0	0	0	0	748	3	232	2
433	1125	194	358	77	0	0	425	1	0	0	0	0	0	0	408	2	0	0
434	1126	359	194	74	0	0	4147	14	0	0	1700	1	0	0	4080	13	0	0
435	1142	205	360	101	0	0	1700	7	1224	3	0	0	0	0	1836	6	640	4
436	1143	215	205	97	0	0	1020	2	2448	6	0	0	0	0	1802	6	0	0
437	1144	360	82	127	0	0	1173	4	3791	9	0	0	0	0	1972	9	408	2
438	1145	360	108	97	0	0	2754	9	1020	5	0	0	0	0	408	2	0	0
439	1146	108	59	111	0	0	1445	10	1700	1	0	0	0	0	408	2	0	0
440	1147	59	351	139	0	0	816	4	4236	12	0	0	0	0	3910	14	0	0
441	1148	209	210	56	0	0	4080	8	204	1	714	2	0	0	850	2	0	0
442	1149	361	119	101	0	0	3060	6	3060	6	0	0	0	0	1700	4	0	0
443	1150	210	206	83	0	0	2040	4	0	0	0	0	0	0	0	0	0	0
444	1151	207	206	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0
445	1152	2	209	96	0	0	3420	15	0	0	0	0	0	0	3298	12	0	0
446	1153	207	56	101	0	0	2091	9	578	2	0	0	0	0	1020	5	0	0
447	1154	56	362	82	0	0	4112	10	2550	5	0	0	0	0	2210	6	0	0
448	1155	361	362	38	0	0	0	0	0	0	0	0	0	0	0	0	0	0
449	1156	75	362	118	3060	6	0	0	1870	4	0	0	0	0	1462	5	0	0
450	1157	362	363	98	510	1	0	0	884	5	0	0	0	0	1224	6	824	7
451	1158	363	53	128	0	0	0	0	3196	12	0	0	0	0	2244	11	2456	20
452	1159	147	364	156	0	0	2040	4	0	0	0	0	0	0	3264	8	0	0
453	1160	44	341	73	0	0	0	0	0	0	1700	1	0	0	0	0	0	0
454	1161	364	341	107	0	0	0	0	0	0	0	0	0	0	0	0	0	0
455	1162	260	365	78	0	0	3060	6	0	0	1020	2	0	0	510	1	0	0
456	1163	364	48	73	0	0	0	0	6338	21	0	0	0	0	2890	6	0	0
457	1164	366	364	74	0	0	1020	2	0	0	0	0	0	0	4420	9	0	0
458	1165	365	366	73	0	0	510	1	0	0	0	0	0	0	1870	4	0	0
459	1166	141	366	165	0	0	1020	2	612	3	2380	5	0	0	1530	3	0	0
460	1167	366	343	108	0	0	0	0	0	0	0	0	0	0	0	0	0	0
461	1168	144	365	176	0	0	4054	20	0	0	3400	2	0	0	2380	6	0	0
462	1169	365	342	109	0	0	2040	4	4080	8	2805	1	0	0	1240	5	0	0
463	1170	363	361	141	2890	6	4247	17	510	1	1700	1	0	0	3910	15	340	1
464	1171	361	367	63	0	0	3774	8	1360	3	0	0	0	0	1904	8	0	0
465	1172	220	368	66	0	0	0	0	714	2	0	0	0	0	408	2	624	2
466	1173	368	369	51	0	0	0	0	816	5	0	0	0	0	1020	5	676	5
467	1174	3	220	111	0	0	1530	3	2550	7	1700	1	0	0	1632	5	472	4
468	1175	368	239	21	0	0	0	0	918	3	0	0	0	0	408	2	640	4
469	1176	239	131	88	0	0	0	0	3502	11	0	0	0	0	2040	8	880	6
470	1177	370	130	99	1275	3	1870	4	2754	6	0	0	0	0	1292	5	0	0
471	1178	96	370	201	0	0	510	1	5414	19	0	0	0	0	2974	15	2472	14
472	1179	221	159	83	1020	2	0	0	2720	6	0	0	0	0	2244	6	0	0
473	1180	370	221	125	3485	11	3715	23	918	3	0	0	0	0	5576	16	0	0
474	1181	371	372	106	0	0	0	0	4179	13	0	0	0	0	1088	4	408	2
475	1182	373	374	76	0	0	0	0	1530	3	0	0	0	0	204	1	232	2
476	1183	375	373	61	0	0	0	0	1020	2	0	0	0	0	544	2	0	0
477	1184	374	124	95	0	0	3060	6	4004	10	0	0	0	0	2924	8	0	0
478	1185	376	375	32	0	0	0	0	0	0	0	0	0	0	0	0	0	0
479	1186	377	376	69	0	0	0	0	0	0	0	0	0	0	0	0	0	0
480	1187	232	378	65	0	0	0	0	0	0	0	0	0	0	0	0	0	0
481	1188	372	379	62	0	0	0	0	0	0	0	0	0	0	0	0	0	0
482	1189	379	378	108	0	0	0	0	0	0	0	0	0	0	0	0	0	0
483	1190	378	380	18	0	0	0	0	0	0	0	0	0	0	0	0	0	0
484	1191	380	376	39	0	0	0	0	0	0	0	0	0	0	0	0	0	0
485	1192	379	232	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0
486	1193	380	381	81	0	0	3473	19	0	0	0	0	0	0	3910	9	0	0
487	1194	377	380	32	0	0	0	0	0	0	0	0	0	0	0	0	0	0
488	1195	382	377	92	0	0	3060	6	0	0	0	0	0	0	1598	5	0	0
489	1196	235	383	35	0	0	1530	3	0	0	0	0	0	0	0	0	0	0
490	1197	384	0	40	0	0	0	0	1564	4	0	0	0	0	408	2	0	0
491	1198	229	385	21	0	0	0	0	0	0	0	0	0	0	0	0	0	0
492	1199	229	372	73	3570	7	0	0	0	0	0	0	0	0	1700	4	0	0
493	1200	372	233	66	0	0	0	0	0	0	0	0	0	0	0	0	0	0
494	1204	227	385	53	0	0	2890	6	340	1	0	0	0	0	1394	4	0	0
495	1205	383	233	35	0	0	0	0	0	0	0	0	0	0	0	0	0	0
496	1206	384	235	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0
497	1207	231	382	106	0	0	1530	3	0	0	0	0	0	0	680	2	0	0
498	1208	386	387	77	0	0	0	0	1870	4	0	0	0	0	544	2	0	0
499	1209	388	389	58	0	0	0	0	4250	12	0	0	0	0	816	4	0	0
500	1210	387	120	90	0	0	2550	5	3060	4	0	0	0	0	1700	7	472	4
501	1211	385	231	60	0	0	1224	8	2040	4	0	0	0	0	1734	5	0	0
502	1212	388	382	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0
503	1213	389	386	54	0	0	510	1	2193	5	0	0	0	0	798	3	0	0
504	1214	386	373	129	0	0	1530	3	3604	8	0	0	0	0	2312	10	0	0
505	1215	81	386	391	0	0	0	0	5514	62	340	1	0	0	7956	37	3696	20
506	1216	387	374	130	0	0	1275	3	4106	19	0	0	0	0	4624	18	0	0
507	1217	80	387	391	0	0	4369	30	5352	37	0	0	0	0	8446	46	524	3
508	1218	375	390	81	0	0	0	0	0	0	0	0	0	0	0	0	0	0
509	1219	389	375	127	0	0	510	1	1989	7	0	0	0	0	1156	5	640	4
510	1220	383	225	114	0	0	3661	23	510	1	0	0	0	0	5032	13	0	0
511	1221	226	381	59	0	0	0	0	0	0	0	0	0	0	0	0	0	0
512	1222	226	390	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0
513	1223	225	381	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0
514	1224	390	391	83	0	0	2652	7	0	0	0	0	0	0	1020	2	0	0
515	1226	391	125	136	0	0	3637	18	3060	6	1530	3	0	0	4318	12	0	0
516	1227	223	392	32	0	0	0	0	0	0	0	0	0	0	0	0	0	0
517	1228	392	391	63	0	0	3060	6	0	0	0	0	0	0	3094	9	0	0
518	1229	223	152	139	1020	2	2040	4	0	0	0	0	0	0	544	2	0	0
519	1230	384	203	115	0	0	0	0	3400	7	3570	2	0	0	1496	6	0	0
520	1231	204	203	44	0	0	0	0	0	0	0	0	0	0	0	0	0	0
521	1232	204	392	99	0	0	0	0	0	0	0	0	0	0	0	0	0	0
522	1233	393	388	122	0	0	2550	5	3526	21	0	0	0	0	5032	20	232	2
523	1236	394	393	98	0	0	0	0	0	0	0	0	0	0	0	0	0	0
524	1238	395	394	56	1020	3	1530	3	0	0	0	0	0	0	544	2	0	0
525	1239	224	396	34	0	0	1530	3	0	0	0	0	0	0	544	2	0	0
526	1240	396	153	99	0	0	3807	16	816	4	0	0	0	0	1530	3	0	0
527	1241	89	238	102	1530	3	2890	6	4012	10	0	0	0	0	3264	11	0	0
528	1242	238	224	80	0	0	4182	13	0	0	1700	1	0	0	2924	11	0	0
529	1243	240	304	90	0	0	0	0	0	0	0	0	0	0	0	0	0	0
530	1244	126	240	78	0	0	3554	23	1887	8	0	0	0	0	3162	12	0	0
531	1245	396	126	97	0	0	3695	11	3468	11	0	0	0	0	3740	12	0	0
532	1246	242	241	106	0	0	3964	23	0	0	0	0	0	0	3570	11	0	0
533	1247	158	242	97	0	0	3728	11	510	1	1700	1	0	0	2516	8	0	0
534	1248	253	95	177	0	0	510	1	3570	7	0	0	0	0	408	2	0	0
535	1249	145	243	133	0	0	3698	10	0	0	0	0	0	0	1496	6	0	0
536	1250	243	265	68	0	0	1275	3	1700	1	3060	4	0	0	544	2	0	0
537	1251	265	251	59	0	0	0	0	0	0	0	0	0	0	0	0	0	0
538	1252	251	253	62	0	0	0	0	0	0	0	0	0	0	0	0	0	0
539	1253	397	398	163	0	0	1530	3	0	0	0	0	0	0	680	2	0	0
540	1254	139	254	124	3060	6	3910	9	2550	5	0	0	0	0	3162	10	0	0
541	1255	398	24	39	0	0	3060	6	1020	2	0	0	0	0	2482	8	0	0
542	1256	25	155	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0
543	1257	254	24	112	0	0	1938	8	850	2	0	0	0	0	1428	5	0	0
544	-1	1	148	211	0	0	0	0	0	0	0	0	0	0	0	0	0	0
545	-2	60	117	163	0	0	0	0	0	0	0	0	0	0	0	0	0	0
546	-4	100	99	93	0	0	0	0	0	0	0	0	0	0	0	0	0	0
547	-5	231	232	107	0	0	0	0	0	0	0	0	0	0	0	0	0	0
548	-9	157	266	336	0	0	0	0	0	0	0	0	0	0	0	0	0	0
END
