ProblemType:	SP-CARP
NumberNodes:	6255
NumberEdges:	6824
DepotNodeNumber:	2735
NumberOfFractions:	1
NumberOfIntervalsForFraction	General_Glass_Metal_Plastic_Organic	4	2.3	3.5	7	14
GRAPH
EdgeNumber	EdgeId	StartNodeNumber	EndNodeNumber	Cost	Demand_0	Bins_0	Demand_1	Bins_1	Demand_2	Bins_2	Demand_3	Bins_3
1325	4930	1636	1637	32	0	0	0	0	0	0	485	3
1326	4931	1637	1638	73	0	0	0	0	0	0	689	4
1327	4932	1639	1640	945	0	0	0	0	323	2	1190	6
1328	4933	1641	1642	85	0	0	0	0	0	0	0	0
1329	4934	1642	1000	75	0	0	0	0	0	0	162	1
1330	4935	1643	1152	95	0	0	0	0	0	0	1335	8
1331	4936	1008	1644	99	0	0	0	0	0	0	162	1
1332	4937	1008	1645	205	0	0	0	0	0	0	162	1
1333	4938	1645	1646	163	0	0	0	0	0	0	94	1
1334	4939	1647	1648	165	0	0	0	0	0	0	162	1
1335	4940	1649	1211	115	0	0	0	0	0	0	0	0
1336	4941	1211	1650	117	0	0	0	0	0	0	323	2
1337	4942	1651	1652	739	0	0	0	0	0	0	255	2
1338	4943	1652	1653	291	0	0	0	0	0	0	162	1
1339	4944	1652	1654	67	0	0	0	0	0	0	0	0
1340	4945	1654	598	199	0	0	0	0	0	0	0	0
1341	4946	1655	1654	159	0	0	0	0	0	0	94	1
1342	4955	1656	367	318	0	0	0	0	0	0	162	1
1343	4956	1657	1658	28	0	0	0	0	0	0	0	0
1344	4957	1657	1659	105	0	0	0	0	0	0	162	1
1345	4958	1660	1661	126	0	0	0	0	0	0	0	0
1346	4959	1661	1657	157	0	0	0	0	0	0	162	1
1347	4960	1661	1044	80	0	0	0	0	0	0	0	0
1348	4963	1512	1662	146	0	0	0	0	0	0	0	0
1349	4964	1512	1663	91	0	0	0	0	0	0	119	1
1350	4968	1664	1665	302	0	0	0	0	0	0	0	0
1351	4969	1665	1666	250	0	0	0	0	0	0	0	0
1352	4970	1667	1665	105	0	0	0	0	0	0	162	1
1353	4971	226	769	109	0	0	0	0	0	0	0	0
1354	4972	1668	1669	159	0	0	0	0	0	0	1802	12
1355	4973	1669	642	44	0	0	0	0	0	0	323	2
1356	4974	1669	1670	48	0	0	0	0	0	0	162	1
1357	4975	649	1671	394	0	0	0	0	0	0	0	0
1358	4976	649	1672	251	0	0	0	0	0	0	162	1
1359	4977	1673	1674	193	0	0	0	0	0	0	162	1
1360	4978	1674	382	262	0	0	0	0	0	0	0	0
1361	4980	692	1675	246	0	0	0	0	0	0	298	2
1362	4981	1675	220	67	0	0	0	0	0	0	0	0
1363	4982	1675	1676	87	0	0	0	0	0	0	162	1
1364	4983	1677	382	155	0	0	0	0	0	0	0	0
1365	4984	1678	1677	112	0	0	0	0	0	0	162	1
1366	4986	1074	453	232	0	0	0	0	0	0	0	0
1367	4994	729	1679	11	0	0	0	0	0	0	0	0
1368	4995	1679	1680	72	0	0	0	0	162	1	0	0
1369	4996	343	658	71	0	0	0	0	0	0	0	0
1370	4997	658	1681	85	0	0	0	0	0	0	162	1
1371	4998	1334	1682	191	0	0	0	0	0	0	0	0
1372	5000	1682	1683	171	0	0	0	0	0	0	204	1
1373	5003	1684	1685	502	0	0	0	0	0	0	162	1
1374	5004	1685	1686	69	0	0	0	0	0	0	204	1
1375	5005	1671	1687	523	0	0	0	0	0	0	0	0
1376	5006	1687	1688	167	0	0	0	0	0	0	204	1
1377	5007	1687	1421	84	0	0	0	0	0	0	162	1
1378	5008	1421	1689	182	0	0	0	0	0	0	162	1
1379	5009	1421	650	293	0	0	0	0	0	0	204	1
1380	5011	1690	1691	10	0	0	0	0	0	0	0	0
1381	5012	1691	62	67	0	0	0	0	0	0	162	1
1382	5016	1692	319	26	0	0	0	0	0	0	0	0
1383	5017	1693	1692	299	0	0	0	0	0	0	204	1
1384	5018	1694	1695	354	0	0	0	0	0	0	323	2
1385	5019	1695	1692	470	0	0	0	0	0	0	0	0
1386	5020	1696	1695	172	0	0	0	0	0	0	204	1
1387	5024	381	1697	229	0	0	0	0	561	1	0	0
1388	5028	651	1698	82	0	0	0	0	0	0	162	1
1389	5029	107	1699	350	0	0	0	0	0	0	0	0
1390	5031	1700	1701	34	0	0	0	0	0	0	646	4
1391	5032	1410	1702	54	0	0	0	0	0	0	1165	5
1392	5033	1702	652	25	0	0	0	0	0	0	0	0
1393	5034	1703	1704	32	0	0	0	0	323	2	366	2
1394	5035	1704	683	108	0	0	0	0	0	0	323	2
1395	5044	1705	1279	176	0	0	0	0	0	0	323	2
1396	5045	1706	1616	73	0	0	0	0	0	0	0	0
1397	5046	1707	1708	24	0	0	0	0	0	0	162	1
1398	5047	1708	1706	809	0	0	0	0	1309	2	0	0
1399	5049	1709	1710	79	0	0	0	0	0	0	1029	5
1400	5050	1710	565	113	0	0	0	0	0	0	1258	7
1401	5051	1711	1712	74	0	0	0	0	655	1	527	3
1402	5052	1713	118	56	0	0	0	0	0	0	0	0
1403	5053	1714	1715	12	0	0	0	0	0	0	646	4
1404	5054	1716	1717	89	0	0	0	0	0	0	1131	7
1405	5055	1717	1718	37	0	0	0	0	0	0	485	3
1406	5056	1719	1720	137	0	0	0	0	204	1	1726	10
1407	5057	1720	1721	66	0	0	0	0	0	0	825	5
1408	5058	1722	1723	108	0	0	0	0	162	1	1428	9
1409	5059	1724	1725	40	0	0	0	0	0	0	162	1
1410	5060	1725	1726	2	0	0	0	0	0	0	0	0
1411	5061	75	1727	36	0	0	0	0	0	0	527	3
1412	5062	1727	1475	57	0	0	0	0	0	0	808	5
1413	5063	1728	1729	32	0	0	0	0	0	0	162	1
1414	5070	1730	1731	47	0	0	0	0	0	0	323	2
1415	5071	1732	1730	9	0	0	0	0	0	0	0	0
1416	5072	1733	1734	98	0	0	0	0	0	0	1165	5
1417	5073	1734	1607	54	0	0	0	0	0	0	748	3
1418	5074	1735	1732	107	0	0	0	0	0	0	1182	4
1419	5075	1736	1735	41	0	0	0	0	0	0	323	2
1420	5076	1737	1738	11	0	0	0	0	0	0	162	1
1421	5077	1738	1739	108	0	0	0	0	0	0	646	4
1422	5078	1739	1740	44	0	0	0	0	119	1	204	1
1423	5079	1741	1742	64	0	0	0	0	0	0	1012	6
1424	5080	1742	1743	131	0	0	0	0	0	0	1896	12
1425	5081	1744	1745	186	0	0	0	0	0	0	2261	14
1426	5082	1746	1747	153	0	0	0	0	0	0	1794	11
1427	5083	1748	1749	120	0	0	0	0	0	0	1904	11
1428	5084	1750	1751	18	0	0	0	0	0	0	689	4
1429	5085	1752	1753	19	0	0	0	0	0	0	544	2
1430	5086	1754	1755	72	0	0	0	0	0	0	1352	8
1431	5087	1716	1260	67	0	0	0	0	0	0	969	6
1432	5147	1756	1757	72	0	0	0	0	0	0	927	6
1433	5148	1757	1609	24	0	0	0	0	0	0	366	2
1434	5179	1747	1758	85	0	0	0	0	0	0	1131	7
1435	5226	1759	1760	18	0	0	0	0	0	0	0	0
1436	5227	1760	1481	92	0	0	0	0	1802	4	323	2
1437	5264	51	1761	34	0	0	0	0	0	0	0	0
1438	5265	1761	1762	21	0	0	0	0	3366	6	0	0
1439	5266	1763	1764	123	0	0	0	0	366	2	1309	7
1440	5281	366	699	550	0	0	0	0	0	0	0	0
1441	5295	1765	1766	63	0	0	0	0	0	0	485	3
1442	5296	1766	1767	7	0	0	0	0	0	0	94	1
1443	5300	1721	1768	137	0	0	0	0	0	0	1981	12
1444	5301	1769	69	107	0	0	0	0	0	0	1131	7
1445	5302	70	1770	68	0	0	0	0	0	0	621	4
1446	5303	1770	1771	44	0	0	0	0	0	0	782	5
1447	5304	1772	1773	161	0	0	0	0	0	0	2142	13
1448	5305	1774	1775	90	0	0	0	0	0	0	808	5
1449	5306	1776	1777	405	0	0	0	0	0	0	0	0
1450	5308	1778	1779	79	0	0	0	0	0	0	1454	9
1451	5309	1780	1781	62	0	0	0	0	0	0	1131	7
1452	5310	1782	1783	132	0	0	0	0	0	0	1777	11
1453	5311	1784	1785	84	0	0	0	0	0	0	1173	7
1454	5313	1609	1786	87	0	0	0	0	0	0	1369	9
1455	5314	1786	356	18	0	0	0	0	0	0	0	0
1456	5316	1679	1787	150	0	0	0	0	561	1	1777	3
1457	5317	457	1788	87	0	0	0	0	0	0	808	5
1458	5318	1788	1789	121	0	0	0	0	0	0	1386	9
1459	5319	1790	1791	220	0	0	0	0	0	0	969	6
1460	5320	1791	1792	13	0	0	0	0	0	0	162	1
1461	5323	1776	1793	279	0	0	0	0	0	0	0	0
1462	5324	1794	1795	53	0	0	0	0	0	0	485	3
1463	5325	1795	1796	52	0	0	0	0	0	0	213	2
1464	5326	1797	1798	42	0	0	0	0	0	0	366	2
1465	5327	1799	1800	83	0	0	0	0	0	0	1624	9
1466	5328	1481	1801	75	0	0	0	0	0	0	1207	5
1467	5329	1801	1802	33	0	0	0	0	0	0	485	3
1468	5330	1803	1804	96	0	0	0	0	0	0	1590	10
1469	5331	1804	1805	77	0	0	0	0	281	2	646	4
1470	5332	1806	1807	41	0	0	0	0	0	0	162	1
1471	5333	1808	1809	24	0	0	0	0	0	0	646	4
1472	5334	1810	1811	72	0	0	0	0	1122	2	0	0
1473	5335	1812	1813	55	0	0	0	0	0	0	646	4
1474	5336	1813	1814	26	0	0	0	0	0	0	323	2
1475	5339	1815	1816	169	0	0	0	0	0	0	2559	15
1476	5340	1817	1818	12	0	0	0	0	0	0	0	0
1477	5341	1818	1819	54	0	0	0	0	0	0	323	2
1478	5342	1820	1821	97	0	0	0	0	0	0	969	6
1479	5343	1821	1822	10	0	0	0	0	0	0	646	4
1480	5344	1585	1823	34	0	0	0	0	0	0	485	3
1481	5345	1823	1584	16	0	0	0	0	0	0	485	3
1482	5347	1824	1825	78	0	0	0	0	0	0	850	5
1483	5348	1826	1827	139	0	0	0	0	0	0	646	4
1484	5349	1828	1824	158	0	0	0	0	0	0	2244	12
1485	5350	1829	1830	85	0	0	0	0	0	0	969	6
1486	5351	1811	1264	107	0	0	0	0	0	0	0	0
1487	5354	840	1831	57	0	0	0	0	0	0	366	2
1488	5355	1832	235	125	0	0	0	0	0	0	340	1
1489	5356	1833	1834	21	0	0	0	0	0	0	323	2
1490	5357	1834	1835	122	0	0	0	0	0	0	808	5
1491	5358	1836	1837	123	0	0	0	0	0	0	0	0
1492	5359	1764	1838	9	0	0	0	0	0	0	0	0
1493	5360	47	1839	222	0	0	0	0	204	1	986	5
1494	5361	1839	1195	78	0	0	0	0	162	1	323	2
1495	5362	1840	1841	200	0	0	0	0	323	2	3553	22
1496	5363	1842	1843	89	0	0	0	0	0	0	646	4
1497	5364	1843	1844	127	0	0	0	0	0	0	2074	13
1498	5365	1593	1845	175	0	0	0	0	0	0	0	0
1499	5367	1845	1846	28	0	0	0	0	680	2	655	1
1500	5368	1847	1848	55	0	0	0	0	0	0	527	3
1501	5369	1500	1849	38	0	0	0	0	0	0	0	0
1502	5370	1849	1850	140	0	0	0	0	0	0	944	6
1503	5373	1848	1851	43	0	0	0	0	561	1	0	0
1504	5374	1851	552	48	0	0	0	0	0	0	323	2
1505	5380	1852	1853	59	0	0	0	0	1964	3	0	0
1506	5384	1854	1855	41	0	0	0	0	0	0	162	1
1507	5385	1855	1856	5	0	0	0	0	0	0	0	0
1508	5386	1857	1858	59	0	0	0	0	0	0	621	4
1509	5387	1856	1859	159	0	0	0	0	0	0	2100	13
1510	5388	1860	1861	83	0	0	0	0	119	1	782	5
1511	5389	1862	1863	106	0	0	0	0	119	1	969	6
1512	5390	1864	1865	178	0	0	0	0	0	0	1377	8
1513	5391	1865	1627	236	0	0	0	0	0	0	485	3
1514	5392	1866	1867	18	0	0	0	0	0	0	366	2
1515	5393	1868	20	59	0	0	0	0	0	0	281	2
1516	5394	1835	1762	105	0	0	0	0	0	0	0	0
1517	5396	51	1869	16	0	0	0	0	0	0	162	1
1518	5398	1549	1870	28	0	0	0	0	0	0	0	0
1519	5399	1870	1871	42	0	0	0	0	0	0	417	3
1520	5400	1872	1873	70	0	0	0	0	1114	4	1428	9
1521	5401	1873	1874	51	0	0	0	0	2244	4	0	0
1522	5402	1841	1875	63	0	0	0	0	1216	3	1335	8
1523	5403	1875	1876	31	0	0	0	0	1309	2	0	0
1524	5406	1877	1878	185	0	0	0	0	0	0	0	0
1525	5407	1787	762	92	0	0	0	0	0	0	0	0
1526	5408	1879	1880	92	0	0	0	0	0	0	893	5
1527	5409	1880	1515	87	0	0	0	0	0	0	162	1
1528	5410	1881	1882	38	0	0	0	0	0	0	646	4
1529	5411	1882	999	6	0	0	0	0	0	0	0	0
1530	5412	996	1881	24	0	0	0	0	0	0	0	0
1531	5413	1883	1884	109	0	0	0	0	0	0	1292	8
1532	5414	1885	1886	56	0	0	0	0	0	0	162	1
1533	5415	1886	1369	42	0	0	0	0	0	0	0	0
1534	5417	344	1887	31	0	0	0	0	0	0	0	0
1535	5419	1640	1888	277	0	0	0	0	0	0	162	1
1536	5420	1888	1889	22	0	0	0	0	0	0	204	1
1537	5421	1694	1060	312	0	0	0	0	0	0	0	0
1538	5422	1890	1891	87	0	0	0	0	0	0	1539	9
1539	5423	1892	1893	90	0	0	0	0	0	0	1454	9
1540	5424	1894	1895	210	0	0	0	0	0	0	162	1
1541	5425	1895	1896	93	0	0	0	0	0	0	0	0
1542	5426	1213	1897	41	0	0	0	0	340	1	689	4
1543	5427	1897	1898	43	0	0	0	0	323	2	646	4
1544	5428	1899	1900	33	0	0	0	0	0	0	323	2
1545	5429	1900	1901	29	0	0	0	0	0	0	485	3
1546	5430	1902	1903	153	0	0	0	0	0	0	1981	12
1547	5431	1904	1905	23	0	0	0	0	0	0	323	2
1548	5432	1905	1902	2	0	0	0	0	0	0	0	0
1549	5433	1906	1907	40	0	0	0	0	0	0	485	3
1550	5434	1908	1909	72	0	0	0	0	0	0	808	5
1551	5435	1909	1910	119	0	0	0	0	204	1	1675	9
1552	5436	328	1911	29	0	0	0	0	0	0	204	1
1553	5437	1911	1535	80	0	0	0	0	0	0	808	5
1554	5438	718	1912	627	0	0	0	0	0	0	0	0
1555	5439	718	221	285	0	0	0	0	0	0	646	4
1556	5440	329	1357	291	0	0	0	0	0	0	0	0
1557	5442	1913	1914	70	0	0	0	0	0	0	706	3
1558	5443	1914	653	7	0	0	0	0	0	0	0	0
1559	5444	1915	1916	20	0	0	0	0	0	0	204	1
1560	5445	1916	1917	38	0	0	0	0	0	0	0	0
1561	5446	1918	1919	311	0	0	0	0	0	0	0	0
1562	5448	1920	1921	85	0	0	0	0	0	0	689	4
1563	5449	969	540	49	0	0	0	0	0	0	0	0
1564	5450	1907	1922	4	0	0	0	0	0	0	0	0
1565	5451	1922	1923	173	0	0	0	0	162	1	2278	14
1566	5452	1890	1924	80	0	0	0	0	0	0	1292	8
1567	5453	1924	1925	50	0	0	0	0	0	0	748	3
1568	5454	1395	1926	58	0	0	0	0	0	0	944	6
1569	5455	1927	1928	79	0	0	0	0	0	0	1012	6
1570	5457	1921	1929	80	0	0	0	0	281	2	162	1
1571	5458	1929	1920	125	0	0	0	0	0	0	621	4
1572	5459	1384	1398	101	0	0	0	0	0	0	0	0
1573	5462	1930	1931	101	0	0	0	0	0	0	2015	10
1574	5463	1931	1932	17	0	0	0	0	0	0	0	0
1575	5464	1933	1934	45	0	0	0	0	0	0	527	3
1576	5465	1934	1935	28	0	0	0	0	0	0	646	4
1577	5466	1936	1937	88	0	0	0	0	0	0	731	4
1578	5467	1937	1938	7	0	0	0	0	0	0	323	2
1579	5469	317	861	57	0	0	0	0	1122	2	323	2
1580	5470	1939	1940	113	0	0	0	0	2244	4	0	0
1581	5472	1615	1941	73	0	0	0	0	0	0	893	5
1582	5473	563	1942	37	0	0	0	0	0	0	323	2
1583	5474	1942	1943	29	0	0	0	0	561	1	323	2
1584	5475	1712	1944	114	0	0	0	0	655	1	0	0
1585	5476	1016	1945	491	0	0	0	0	0	0	0	0
1586	5477	1945	891	537	0	0	0	0	0	0	162	1
1587	5481	1947	1948	35	0	0	0	0	0	0	0	0
1588	5482	1948	1949	150	0	0	0	0	119	1	162	1
1589	5483	860	1950	6	0	0	0	0	0	0	204	1
1590	5484	1951	1952	39	0	0	0	0	0	0	162	1
1591	5485	1953	1954	23	0	0	0	0	0	0	162	1
1592	5486	1954	1955	86	0	0	0	0	162	1	323	2
1593	5487	1956	1877	19	0	0	0	0	119	1	0	0
1594	5488	1957	1639	327	0	0	0	0	0	0	162	1
1595	5489	815	1958	27	0	0	0	0	0	0	689	4
1596	5490	1959	1780	70	0	0	2618	4	0	0	0	0
1597	5492	87	1960	639	0	0	0	0	0	0	502	2
1598	5493	1961	1962	135	0	0	0	0	655	1	0	0
1599	5495	671	674	194	0	0	0	0	0	0	0	0
1600	5496	456	818	157	0	0	0	0	0	0	1012	6
1601	5502	335	1013	136	0	0	0	0	0	0	485	3
1602	5504	450	451	976	0	0	0	0	0	0	0	0
1603	5509	14	742	1135	0	0	0	0	0	0	0	0
1604	5514	561	1668	25	0	0	0	0	0	0	0	0
1605	5515	1792	1790	65	0	0	0	0	0	0	162	1
1606	5516	1790	1606	133	0	0	0	0	0	0	162	1
1607	5517	1964	1965	355	0	0	0	0	0	0	204	1
1608	5518	1086	1964	147	0	0	0	0	0	0	0	0
1609	5519	1964	693	88	0	0	0	0	0	0	0	0
1610	5520	644	1966	121	0	0	0	0	204	1	162	1
1611	5521	1967	1074	322	0	0	0	0	0	0	162	1
1612	5522	636	1968	648	0	0	0	0	0	0	323	2
1613	5524	1969	825	589	0	0	0	0	0	0	0	0
1614	5525	1639	1969	81	0	0	0	0	0	0	0	0
1615	5526	1969	1970	235	0	0	0	0	0	0	0	0
1616	5527	695	644	99	0	0	0	0	0	0	485	3
1617	5531	1971	680	75	0	0	0	0	0	0	0	0
1618	5532	1972	1973	300	0	0	0	0	0	0	255	2
1619	5534	1970	827	424	0	0	0	0	0	0	808	5
1620	5535	827	659	283	0	0	0	0	0	0	0	0
1621	5537	1104	1974	76	0	0	0	0	0	0	0	0
1622	5538	1974	634	320	0	0	0	0	0	0	162	1
1623	5539	634	1967	494	0	0	0	0	0	0	485	3
1624	5540	1699	1021	57	0	0	0	0	0	0	0	0
1625	5541	359	1975	66	0	0	0	0	0	0	689	4
1626	5542	648	1826	180	0	0	0	0	0	0	162	1
1627	5543	1613	648	1358	0	0	0	0	0	0	0	0
1628	5551	570	166	294	0	0	0	0	0	0	204	1
1629	5552	1976	569	488	0	0	0	0	0	0	0	0
1630	5553	569	1225	266	0	0	0	0	0	0	0	0
1631	5554	166	164	24	0	0	0	0	0	0	0	0
1632	5555	732	159	32	0	0	0	0	0	0	0	0
1633	5556	175	159	450	0	0	0	0	0	0	0	0
1634	5557	614	732	994	0	0	0	0	0	0	1471	9
1635	5558	1977	1447	59	0	0	0	0	0	0	162	1
1636	5559	1022	1447	348	0	0	0	0	0	0	0	0
1637	5560	1978	1022	110	0	0	0	0	0	0	162	1
1638	5561	1236	143	187	0	0	0	0	0	0	485	3
1639	5562	1979	1980	264	0	0	0	0	0	0	162	1
1640	5563	1980	186	204	0	0	0	0	0	0	323	2
1641	5564	1981	1980	152	0	0	0	0	0	0	969	6
1642	5565	188	189	421	0	0	0	0	0	0	162	1
1643	5567	1019	230	596	0	0	0	0	0	0	0	0
1644	5568	1021	724	1559	0	0	0	0	0	0	162	1
1645	5569	669	219	84	0	0	0	0	0	0	162	1
1646	5575	1982	677	124	0	0	0	0	0	0	689	4
1647	5576	910	1982	92	0	0	0	0	0	0	808	5
1648	5577	1677	1983	180	0	0	0	0	0	0	323	2
1649	5578	1983	1605	563	0	0	0	0	0	0	0	0
1650	5579	1984	1983	636	0	0	0	0	0	0	485	3
1651	5580	1985	1986	499	0	0	0	0	0	0	0	0
1652	5581	1986	1100	45	0	0	0	0	0	0	0	0
1653	5582	1987	839	186	0	0	0	0	0	0	1377	8
1654	5583	1988	1989	44	0	0	0	0	0	0	162	1
1655	5584	721	1990	708	0	0	0	0	0	0	2057	11
1656	5585	713	1991	128	0	0	0	0	0	0	119	1
1657	5590	1362	898	162	0	0	0	0	0	0	162	1
1658	5592	1992	1993	213	0	0	0	0	0	0	0	0
1659	5593	617	1994	426	0	0	0	0	0	0	0	0
1660	5594	1069	1664	157	0	0	0	0	0	0	0	0
1661	5595	775	1069	384	0	0	0	0	0	0	323	2
1662	5599	231	1699	550	0	0	0	0	0	0	0	0
1663	5600	1995	1996	426	0	0	0	0	0	0	340	1
1664	5601	1996	1997	600	0	0	0	0	0	0	340	1
1665	5604	1998	1999	1010	0	0	0	0	0	0	366	2
1666	5605	2000	2001	79	0	0	0	0	0	0	0	0
1667	5606	2002	1537	34	0	0	0	0	0	0	323	2
1668	5607	1726	2003	77	0	0	0	0	0	0	1462	8
1669	5608	218	1018	475	0	0	0	0	0	0	485	3
1670	5609	2004	2005	74	0	0	0	0	0	0	1173	7
1671	5610	1486	1957	248	0	0	0	0	0	0	979	3
1672	5612	1404	1027	14	0	0	0	0	0	0	0	0
1673	5613	1027	2006	49	0	0	0	0	0	0	323	2
1674	5614	2006	2007	52	0	0	0	0	544	2	944	5
1675	5615	2008	2009	34	0	0	0	0	0	0	655	1
1676	5618	622	2010	34	0	0	0	0	0	0	162	1
1677	5619	2010	2011	10	0	0	0	0	0	0	0	0
1678	5621	2012	2013	21	0	0	0	0	0	0	527	3
1679	5622	2013	1166	19	0	0	0	0	0	0	0	0
1680	5623	2014	2015	85	0	0	0	0	0	0	1411	9
1681	5624	2015	2016	16	0	0	0	0	0	0	0	0
1682	5625	1423	2017	53	0	0	0	0	0	0	323	2
1683	5626	2018	2019	143	0	0	0	0	0	0	0	0
1684	5627	2019	1705	85	0	0	0	0	0	0	0	0
1685	5632	2020	2021	74	0	0	0	0	2244	4	0	0
1686	5633	1502	1504	20	0	0	0	0	0	0	0	0
1687	5634	2022	2023	59	0	0	0	0	0	0	0	0
1688	5635	2024	99	85	0	0	0	0	0	0	0	0
1689	5640	1608	1731	54	0	0	0	0	0	0	0	0
1690	5641	1731	1736	74	0	0	0	0	0	0	366	2
1691	5642	1740	1737	71	0	0	0	0	0	0	323	2
1692	5643	1737	2025	59	0	0	0	0	0	0	340	1
1693	5644	1754	2026	81	0	0	0	0	0	0	850	5
1694	5645	2027	2028	52	0	0	0	0	0	0	604	4
1695	5646	1759	115	216	0	0	0	0	0	0	0	0
1696	5647	2029	2030	133	0	0	0	0	0	0	1819	11
1697	5648	2031	2032	76	0	0	0	0	0	0	646	4
1698	5649	2032	2033	95	0	0	0	0	0	0	1658	10
1699	5650	2034	1803	149	0	0	0	0	0	0	2763	16
1700	5651	1587	842	7	0	0	0	0	0	0	0	0
1701	5652	2035	2036	91	0	0	0	0	0	0	1131	7
1702	5653	2036	2037	11	0	0	0	0	0	0	323	2
1703	5654	1989	2038	76	0	0	0	0	0	0	969	6
1704	5655	1141	1480	9	0	0	0	0	0	0	0	0
1705	5656	2039	1477	40	0	0	0	0	0	0	0	0
1706	5657	1477	2040	75	0	0	0	0	0	0	1258	7
1707	5668	893	2041	286	0	0	0	0	0	0	0	0
1708	5669	2041	2042	90	0	0	0	0	0	0	0	0
1709	5670	2043	2044	22	0	0	0	0	0	0	162	1
1710	6857	1326	1759	51	0	0	0	0	0	0	0	0
1711	6858	2045	2046	71	0	0	0	0	0	0	1012	6
1712	6859	2046	1483	35	0	0	0	0	0	0	204	1
1713	6860	2047	2048	55	0	0	0	0	162	1	680	2
1714	6861	2047	2046	58	0	0	0	0	0	0	748	3
1715	6862	2049	1328	71	0	0	0	0	0	0	689	4
1716	6945	240	2050	189	0	0	0	0	0	0	2142	13
1717	6946	2050	510	45	0	0	0	0	0	0	485	3
1718	6961	608	2051	24	0	0	0	0	0	0	162	1
1719	6962	2051	409	64	0	0	0	0	0	0	162	1
1720	7012	1278	1277	70	0	0	0	0	0	0	1335	8
1721	7014	1258	844	582	0	0	0	0	0	0	0	0
1722	7015	813	2052	62	0	0	0	0	0	0	706	3
1723	7017	2052	2053	23	0	0	0	0	0	0	1046	4
1724	7057	2054	2047	26	0	0	0	0	204	1	0	0
1725	7062	2055	2056	113	0	0	0	0	0	0	1615	10
1726	7063	2056	2057	76	0	0	0	0	0	0	969	6
1727	7064	287	2058	91	0	0	0	0	0	0	527	3
1728	7065	2058	2059	218	0	0	0	0	0	0	2992	18
1729	7066	2024	2060	68	0	0	4191	10	3553	6	0	0
1730	7067	2060	2061	150	0	0	0	0	0	0	0	0
1731	7070	1879	2062	157	0	0	0	0	0	0	1377	8
1732	7071	2062	1518	33	0	0	0	0	0	0	0	0
1733	7072	1879	1274	49	0	0	0	0	0	0	204	1
1734	7073	2063	2064	40	0	0	0	0	0	0	510	4
1735	7074	2064	1141	14	0	0	0	0	162	1	0	0
1736	7075	985	2065	143	0	0	0	0	0	0	2746	17
1737	7076	2038	2066	103	0	0	0	0	204	1	1658	10
1738	7077	2067	2068	114	0	0	0	0	0	0	927	6
1739	7078	1920	2069	58	0	0	0	0	0	0	162	1
1740	7079	2069	341	219	0	0	0	0	1122	2	0	0
1741	7080	2070	2071	63	0	0	0	0	0	0	808	5
1742	7081	2071	2072	111	0	0	0	0	0	0	1547	10
1743	7082	2073	1889	65	0	0	0	0	0	0	0	0
1744	7084	2074	1150	36	0	0	0	0	0	0	323	2
1745	7085	1150	2075	95	0	0	0	0	0	0	1836	10
1746	7086	1530	2076	91	0	0	0	0	0	0	969	6
1747	7087	2076	2077	76	0	0	0	0	0	0	646	4
1748	7090	243	2078	75	0	0	0	0	0	0	969	6
1749	7091	2078	2079	78	0	0	0	0	0	0	1012	6
1750	7092	484	2080	42	0	0	0	0	0	0	0	0
1751	7093	2080	253	40	0	0	0	0	0	0	323	2
1752	7119	793	2081	127	0	0	0	0	0	0	1258	7
1753	7120	1335	2082	114	0	0	0	0	408	2	1726	8
1754	7121	1337	2083	106	0	0	0	0	0	0	2380	11
1755	7122	795	793	68	0	0	0	0	0	0	0	0
1756	7123	795	2084	220	0	0	0	0	162	1	1989	11
1757	7124	2085	798	126	0	0	0	0	0	0	162	1
1758	7125	798	1338	70	0	0	0	0	0	0	612	3
1759	7136	2054	845	43	0	0	0	0	0	0	0	0
1760	7137	2086	2054	71	0	0	0	0	204	1	366	2
1761	7183	525	1337	54	0	0	0	0	0	0	0	0
1762	7184	1337	1335	71	0	0	0	0	0	0	0	0
1763	7186	1335	2087	11	0	0	0	0	0	0	0	0
1764	7187	2087	795	57	0	0	0	0	0	0	204	1
1765	7192	684	1997	112	0	0	0	0	0	0	0	0
1766	7195	591	737	29	0	0	0	0	0	0	502	2
1767	7196	737	583	71	0	0	0	0	0	0	323	2
1768	7198	2088	1598	116	0	0	0	0	655	1	323	2
1769	7199	1846	63	91	0	0	0	0	0	0	323	2
1770	7200	2089	2090	120	0	0	0	0	0	0	0	0
1771	7201	2091	2092	139	0	0	0	0	0	0	162	1
1772	7203	1329	2093	54	0	0	0	0	0	0	646	4
1773	7215	810	402	11	0	0	0	0	0	0	0	0
1774	7240	1631	2094	55	0	0	0	0	0	0	689	4
1775	7241	2094	167	142	0	0	0	0	0	0	689	4
1776	7242	2094	2095	126	0	0	0	0	0	0	850	5
1777	7254	2096	2097	12	0	0	0	0	1309	2	0	0
1778	7255	2097	2098	66	0	0	0	0	1513	3	366	2
1779	7256	1963	352	132	0	0	0	0	0	0	0	0
1780	7309	2099	1360	9	0	0	0	0	0	0	204	1
1781	7310	1360	2100	9	0	0	0	0	0	0	0	0
1782	7311	2100	2101	20	0	0	0	0	0	0	162	1
1783	7312	2101	202	14	0	0	0	0	0	0	0	0
1784	7328	805	2102	39	0	0	0	0	0	0	893	5
1785	7329	2103	2104	50	0	0	0	0	0	0	731	4
